smiles,ChEMBL_ID,activity_IC50,binding_score
CC(C)CCC1(CCNC1)C(=O)c1cc(F)c2[nH]ccc2c1,CHEMBL1224320,50.0,-10.28446
C[C@@H](O)COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C,CHEMBL377300,40000.0,-10.44389
Cc1ncoc1-c1nnc(SCCCN2CC3CCN(C3C2)c2ccccc2)n1C,CHEMBL3775589,1000.0,-10.21715
Nc1nc2ccc(OCc3ccc(cc3)C#N)cc2s1,CHEMBL4468228,25000.0,-8.83227
Nc1nc2ccc(SCc3ccc(cc3)C#N)cc2s1,CHEMBL4564287,10000.0,-9.20886
CC(C)(C)OC(=O)N[C@@H]1CCN(C1)C(=O)O[C@H]1C2CC3CC1C[C@](C3)(C2)C(N)=O,CHEMBL1270910,30000.0,-10.59942
NCCCC(O)(P(O)(O)=O)P(O)(O)=O,CHEMBL870,,-6.66126
Cl.Cl.CN1CCC(=CC1)c1c[nH]c2ccc(NC(=N)c3ccco3)cc12,CHEMBL3216551,20500.0,-10.55348
COc1ccc2cc(ccc2c1)-c1cnccc1N,CHEMBL453169,11100.0,-9.62922
Cc1cnc2c(cn(Cc3ncnc(OC(F)F)c3C)c2c1)C(=O)NCCO,CHEMBL3291424,50000.0,-10.49792
COc1cc2nccc(Oc3ccc4c(cccc4c3)C(=O)Nc3ccccn3)c2cc1OC,CHEMBL269915,50000.0,-9.8319
Clc1ccc2sc(=O)n(CC(=O)N3CCCC(C3CN3CCCC3)c3ccccc3)c2c1,CHEMBL255462,1700.0,-10.47872
C[C@@H](NC(=O)Nc1cccc(c1)-c1nnnn1C)[C@@H](O)CN1CCC[C@@H](Cc2ccc(F)cc2)C1,CHEMBL399495,2600.0,-11.6745
Cc1cc2ncc(=O)n(CC(=O)N3CCCC(C3CN3CCOCC3)c3ccccc3)c2cc1C,CHEMBL256721,6700.0,-10.4351
COC(=O)C1=C(C)NC(C)=C(C1c1ccccc1[N+]([O-])=O)C(=O)OCC(C)C,CHEMBL1726,,-8.85621
COc1cc(F)ccc1-c1cncc(CNC2CCCC2)c1,CHEMBL1779003,230.0,-9.63221
Nc1cc(CN2CCC(F)(CC2)C(=O)N2CCC(CC2)N2Cc3ccccc3Cc3ccccc23)ccn1,CHEMBL2436616,30000.0,-8.78757
N=C(Nc1ccccc1)Nc1ccccc1,CHEMBL77675,3444.3,-8.41806
CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)OC(C)=O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)c1ccccc1)c1ccccc1,CHEMBL428647,,-4.64887
OC(=O)CCC(=O)Nc1ccc(cc1)-c1c(O)ccc2cc(ccc12)-c1cccc(O)c1,CHEMBL3645217,22900.0,-7.78912
C(Oc1ccc2CCN(CC3CC3)CCc2c1)c1ccccc1,CHEMBL3094114,1500.0,-10.11223
OC(=O)c1ccc(cc1)-n1cc(C(=O)c2c(Cl)cccc2Cl)c2cccc(F)c12,CHEMBL4578385,50000.0,-11.52836
Cc1ccn(n1)-c1ccc(C(=O)N2CCC(F)(F)C(=CC(O)=O)c3ccccc23)c(Cl)c1,CHEMBL478902,20000.0,-11.75567
C[C@@H]1CN(CCN1c1nc(cc(=O)n1C)-c1ccncn1)c1ccc(cc1)C#N,CHEMBL4093559,24000.0,-7.60756
C[C@@]12CN(CCN1C(=O)N([C@H]1C[C@@H]1c1ccccc1)C2=O)C(=O)Nc1ccnn1-c1ccccc1,CHEMBL1813114,40000.0,-11.34625
CN(C)c1ccc(\\C=C\\C(=O)c2ccc[nH]2)cc1,CHEMBL2299165,13000.0,-8.81781
Clc1ccccc1\\C=C\\C(=O)c1ccc[nH]1,CHEMBL1335197,10000.0,-8.86204
Cl.CCCCN1C(=O)[C@@H](NC(=O)C11CCN(Cc2ccc(Oc3ccc(cc3)C(O)=O)cc2)CC1)[C@H](O)C1CCCCC1,CHEMBL1668021,30000.0,-8.18052
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,CHEMBL633,,-9.03091
FC(F)(F)c1cccc(c1)C(=O)NCC(=O)N[C@@H]1CCN(CCN2CCN(CC2)C(=O)c2ccccc2)C1,CHEMBL1093469,10000.0,-11.60959
COc1cnc(cn1)C(=O)Nc1ccc(F)c(c1)[C@@]1(C)N=C(N)CO[C@@H]1F,CHEMBL3634125,600.0,-10.33977
Clc1cc(ccc1Cn1nccc1-c1cc2n(nnc2cn1)-c1ccc2[nH]c(=O)[nH]c2c1)C#N,CHEMBL4454426,40000.0,-10.18488
NC(=O)[C@@]12CC3CC(C1)[C@H](OC(=O)N1CC[C@H](C1)Nc1ccc(cn1)C#N)C(C3)C2,CHEMBL1270001,25000.0,-10.94411
NC(=O)[C@@]12CC3CC(C1)[C@H](OC(=O)N1CC[C@@H](C1)Nc1ncccc1C#N)C(C3)C2,CHEMBL1270002,30000.0,-10.87266
C[C@H](N1CC[C@@](CC(C)(C)O)(OC1=O)c1ccccc1)c1ccc(cc1)-c1ccc(=O)n(C)n1,CHEMBL4063121,50000.0,-11.28834
CC(C)CC1(CCNC1)C(=O)c1cc(F)c2[nH]ccc2c1,CHEMBL1224490,1000.0,-9.74634
[Cl-].Cc1c(O)c(O)cc[n+]1[C@@H](CO)Cc1ccccc1,CHEMBL4467408,200000.0,-9.817
CCOC(=O)c1cc2cc(ccc2[nH]1)C1(Cc2ccccc2)CCNC1,CHEMBL512551,600.0,-10.7413
OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)OC(OC5[C@@H](CO)OC([C@H](O)[C@H]5O)C5[C@@H](CO)OC(O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,CHEMBL407030,,82.19382
COc1cc(OC)c(F)c(COc2cnc(N[C@@H]3COC[C@@H]3NC(=O)C=C)nc2)c1F,CHEMBL4077859,50000.0,-9.30422
CCOC1(Sc2ccccc2-n2c1noc2=O)c1ccc(Br)cc1,CHEMBL3408526,20000.0,-8.9991
COc1ccc(CNc2ccc(Cc3c[nH]c4ncc(C)cc34)c(F)n2)cn1,CHEMBL3673945,10000.0,-11.20278
Cc1nc(ccc1-c1nnc(SCCCN2CC[C@]3(C[C@@H]3c3ccc(cc3)C(F)(F)F)C2)n1C)C(N)=O,CHEMBL3941520,10000.0,-10.45461
CC(C)(C)CC(=O)Nc1ccc(cc1)C(=O)Nc1nccs1,CHEMBL1671922,40000.0,-8.71475
Fc1ccc(cc1)C(N1CCN(C\\C=C\\c2ccccc2)CC1)c1ccc(F)cc1,CHEMBL30008,,-11.39301
CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@H](C[C@@H]2OC)O[C@H]2[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O[C@H]5C[C@@H](C\\C=C2/C)O[C@@]2(CC[C@H](C)[C@H](O2)C(C)C)C5)[C@]34O)O[C@@H](C)[C@@H]1O.CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)\\C=C\\C=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,CHEMBL1200633,,8.46367
OC(=O)C1CN(Cc2ccc(cc2)-c2noc(n2)-c2onc(c2C(F)(F)F)-c2ccccc2)C1,CHEMBL3794064,40000.0,-7.14145
CC(C)[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)c1nc2cc(Cl)ccc2c(=O)n1Cc1ccccc1,CHEMBL228814,25000.0,-10.08836
Cc1ccc(Cn2c(nc3ccccc23)[C@H]2CNCCO2)cc1,CHEMBL1935441,28300.0,-10.3803
CC(C)Cc1cc(O)c(-c2ccccc2)c(=O)[nH]1,CHEMBL3597017,20000.0,-8.86568
CC(C)N1C[C@H]2[C@H](CNC(=O)c3nc(C(C)C)n4ccccc34)[C@H]2C1,CHEMBL3740844,,-10.3639
OC(=O)CN(Cc1cccc(c1)-c1ccccc1OC(F)(F)F)S(=O)(=O)c1ccc(OC(F)F)cc1,CHEMBL3764377,40000.0,-10.8089
CN1CCCC(C1)c1nc2ccccc2n1CCOc1ccccc1,CHEMBL1094510,,-10.24641
C[C@@H](N[C@H]1CCC[C@@H](C1)c1ccc(cc1)C(=O)NCCC(O)=O)c1cccc2ccccc12,CHEMBL3963817,10000.0,-11.98137
CC(C)CN([C@H]1CCNC1)C(=O)c1cccc(Cl)c1Cl,CHEMBL1080787,30000.0,-8.74216
OC(=O)CCC1(CCCN(C1)C(=O)Nc1ccc(Cl)cc1)c1ccccc1,CHEMBL1079256,10000.0,-10.72723
OC(=O)CCCC1(CCCN(C1)C(=O)Nc1ccc(Cl)cc1)c1ccccc1,CHEMBL1078565,10000.0,-10.84408
Nc1cc(CN2CCC(F)(CC2)C(=O)N2CCC(CC2)N2Cc3ccccc3-c3ccccc3C2)ccn1,CHEMBL2436633,300.0,-9.74534
Cn1c(nc(cc1=O)-c1ccncc1)N1CCOC(C1)c1ccc(F)cc1,CHEMBL3091547,35800.0,-10.72596
OC(=O)c1cccnc1,CHEMBL573,,-5.49374
Cn1c(nc(cc1=O)-c1ccncc1)N1CCO[C@H](C1)c1ccc(F)cc1,CHEMBL3091529,44200.0,-11.20831
CC(C)N1CCC(CC1)Oc1ccc2n3C[C@@H](C)N(CC4CC4)C(=O)c3cc2c1,CHEMBL1257965,50000.0,-9.76549
N[C@H](C(=O)N1[C@H]2C[C@H]2C[C@H]1C#N)C12CC3CC(O)(CC(O)(C3)C1)C2,CHEMBL3350936,200000.0,-10.77188
COC(=O)N(CC(O)=O)Cc1cc(OCc2nc(oc2C)-c2ccc(Cl)cc2)ccc1F,CHEMBL3828718,150000.0,-10.53634
Clc1cc2OCC(=O)N(CC(=O)N3CCCC(C3CN3CCCC3)c3ccccc3)c2cc1Cl,CHEMBL255509,1600.0,-10.10331
O=C(NC1CC1c1ccccc1)N1CCC(CC1)c1nc(no1)-c1ccc2ccccc2n1,CHEMBL551921,10000.0,-6.7982
Clc1cccc(OC(C2CCNCC2)c2cccnc2)c1Cl,CHEMBL559456,2000.0,-9.111
[O-][N+](=O)c1cc(cc2nc(sc12)C1=N[C@@H](CO1)C(=O)N1CCCC1)C(F)(F)F,CHEMBL3739863,3400.0,-10.83689
Cc1cc2c(c[nH]c2cc1O)C(=O)OCC12CCN(CC1)CC2,CHEMBL3898625,10000.0,-9.72166
O=C(Nc1ccc2cccnc2c1)c1ccc(nc1)-c1ccccc1,CHEMBL213390,18000.0,-8.66032
CCCCOc1cccc(c1)C(F)(F)CNCC(=O)N(CCC)CCC,CHEMBL3986581,23900.0,-8.94844
CCCCOc1cccc(c1)C(F)(F)CNCC(=O)N1CCCCC1,CHEMBL3941638,38300.0,-10.12248
Nc1nc2ccc(cc2s1)C(=O)NCc1ccc(cc1)C#N,CHEMBL4561783,25000.0,-9.19258
Nc1nc2ccc(cc2s1)C(=O)NCCc1cccs1,CHEMBL4554707,10000.0,-8.74862
Nc1nc2ccc(cc2s1)C(=O)NCCc1c[nH]c2ccccc12,CHEMBL4528355,25000.0,-10.30844
Nc1nc2c(O)cc(cc2s1)C(=O)NCc1ccccc1,CHEMBL4552119,10000.0,-9.92944
Nc1nc2c(O)cc(cc2s1)C(=O)NCc1ccc(Cl)c(Cl)c1,CHEMBL4549839,25000.0,-9.93985
Fc1cccc(F)c1-n1ncc2c(Nc3cc(ccc3Cl)C(=O)NC3CC3)nncc12,CHEMBL1082158,27000.0,-11.54414
CCCC(=O)Nc1n[nH]c2cc(c(Br)cc12)-c1ccc(O)cc1,CHEMBL1093747,10000.0,-9.94537
CC1(CCCN(C1)C(=O)Nc1ccc(cc1)-c1ccccc1)c1ccccc1,CHEMBL1080076,10000.0,-7.48401
COC(=O)Nc1c(N)nc(nc1N)-c1nn(Cc2ccccc2F)c2ncc(F)cc12,CHEMBL4066936,50000.0,-10.20945
Cc1c(COc2cc(OCC3CCOCC3)ccn2)[nH]c2ccccc2c1=O,CHEMBL1911537,20000.0,-11.18246
CS(=O)(=O)N1CC[C@@H](C1)N(Cc1ccccc1F)c1ccc(C#N)c(Cl)c1,CHEMBL584422,18000.0,-10.34936
CN1C[C@@H]2C[C@@H](C[C@@H]2C1)N(Cc1ccc(F)c(c1)C(F)(F)F)C(=O)c1cn(C)cn1,CHEMBL603695,10000.0,-11.7236
C[C@H](CCN1CCC[C@@H](Cc2ccc(F)cc2)C1)NC(=O)Nc1cc(cc(c1)C(C)(C)C(O)=O)-c1nnnn1C,CHEMBL404618,17000.0,-9.41159
CN([C@H](CN1CC[C@H](O)C1)c1ccccc1)C(=O)CCC(=O)Nc1cccnc1,CHEMBL230711,10000.0,-10.02176
COc1ccc(cc1OC)-c1sc(\\N=C\\c2ccc(cc2)N(C)CCC#N)c(C#N)c1C,CHEMBL1928092,23300.0,-5.5638
CCN(CC(O)(CNC(=O)c1cnn(c1N)-c1ccc(F)cc1)C(F)(F)F)C(=O)c1ccccc1Cl,CHEMBL517440,27000.0,-11.09578
CCN(CC(O)(CNC(=O)c1cnn(c1N)-c1ccc(F)cc1)C(F)(F)F)C(=O)c1ccccc1Cl,CHEMBL517440,34000.0,-11.09578
C[C@@H]1O[C@@H](Oc2c(oc3cc(O)cc(O)c3c2=O)-c2ccc(O)cc2)[C@H](O)[C@H](O)[C@H]1OC(C)=O,CHEMBL470049,100000.0,-11.81445
CN1C(=O)COc2ccc(CN3CCN(CCOc4cccc5nc(C)ccc45)CC3)cc12,CHEMBL399719,20000.0,-10.33339
Cc1ccc2c(OCCN3CCN(Cc4ccc5OCC(=O)N(CCc6ccccc6)c5c4)CC3)cccc2n1,CHEMBL248407,14000.0,-10.61546
CN([C@H](CN1CCCC1)c1ccccc1)C(=O)Cc1ccccc1CNC(C)=O,CHEMBL539685,35.0,-11.14833
CN(C)Cc1cnc(C)cc1Oc1ccc(Cl)cc1C,CHEMBL256970,10000.0,-8.50361
Clc1ccccc1-c1nc2c([nH]1)c1ccccc1[nH]c2=O,CHEMBL2387589,30000.0,-11.16759
CON=C(C(=O)N[C@H]1[C@H]2SCC(COC(C)=O)=C(N2C1=O)C(O)=O)c1csc(N)n1,CHEMBL1730,,-8.11592
CCc1ccc(cc1)-c1ccc(cc1)C(=O)N(C)[C@H]1CCN(C1)C(=O)N1CC[C@H](C1)N[C@@H](C)COC,CHEMBL214078,25118.86,-5.95312
COc1nn2cc(nc2s1)-c1c(CO)n(Cc2ccccc2Cl)c2ccc(OC(F)(F)F)cc12,CHEMBL4566669,1200.0,-9.96359
COC(=O)C(C)(C)C(c1ccc(Nc2ccc3ccccc3c2)cc1)n1ccnc1,CHEMBL1766005,600.0,-10.81504
CC(=O)N1CCN(CC1)c1ccc(NC(=O)Cc2cnc(c(C)c2)-c2ccnc(F)c2)nc1,CHEMBL4546441,10000.0,-7.85495
O[C@H](CN1CCC[C@H](CC(O)=O)C1)c1ccc(cc1)-c1noc(n1)-c1onc(c1C(F)(F)F)-c1ccccc1,CHEMBL4458575,40000.0,-8.47194
CC1(CCCN(C1)C(=O)NCCCc1cccnc1)c1ccccc1,CHEMBL1078353,10000.0,-10.21016
COCCOc1ccc(cc1)N1CCN(CCn2ncc3c2nc(N)n2nc(nc32)-c2ccco2)CC1,CHEMBL240624,40000.0,-8.04208
CC(=O)c1sc(NC(=O)N[C@@H]2CCN(C[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)C(=O)C2CCOCC2)nc1C,CHEMBL403742,1200.0,-8.44202
FC(F)(F)c1nc(oc1C(=O)Nc1ccc(nc1)N1CCN(CC1)C(=O)Nc1ccccc1Cl)N1CCCCC1,CHEMBL2441208,20000.0,-6.70137
CC#CC(CC(O)=O)c1ccc(Oc2ccc(cc2OC(F)F)C(F)(F)F)cc1,CHEMBL1777861,50000.0,-10.42096
C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@@H](CC1)C#N,CHEMBL2386633,10000.0,-9.47411
CCCCOc1cccc(CCNCC(=O)N2CCCCC2)c1,CHEMBL3963128,1100.0,-9.57164
CNC[C@]1(O)Cc2ccccc2[C@@H]1Oc1c(C)cccc1F,CHEMBL498904,1000.0,-10.3638
CC(C)(C)NC(=O)NCCN1CCOC(CNC(=O)c2cc(Cl)cc(Cl)c2)C1,CHEMBL2338408,20000.0,-9.81451
CN(C)Cc1cccc(OCC(=O)Nc2cc(nc(n2)-c2ccc(C)o2)-n2nc(C)cc2C)c1,CHEMBL401895,6000.0,-11.03408
ONC(=O)c1cnc(nc1)N1C[C@H]2[C@@H](C1)[C@@H]2NCc1ccc2ccccc2c1,CHEMBL1801233,50000.0,-10.52083
COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,CHEMBL1294,14.0,-9.9075
Cc1ccc2c(cccc2n1)N1CCN(CCc2cccc-3c2OCc2cncn-32)CC1,CHEMBL1241642,1000.0,-10.92931
Cc1c(F)cc(cc1-c1ccc(cn1)C(=O)NCC(C)(C)C)C(=O)NC1CC1,CHEMBL1088752,79432.82,-9.49272
Cc1nn(C)cc1-c1nc2c(N3CCN(Cc4ccc(Cl)cc4)CC3)c(Cl)cnc2[nH]1,CHEMBL2207503,30.0,-10.26022
CC(C(O)c1ccc(O)cc1C)N1CCC(O)(CC1)c1ccc(F)cc1,CHEMBL247838,3900.0,-12.0814
Cl.CC(N(C)C)C1(CCCCC1)c1ccc(Cl)c(Cl)c1,CHEMBL1684058,25000.0,-8.09887
CC(C)C[C@H](C[C@@H](O)N1CCC[C@@H](Cc2ccc(F)cc2)C1)NC(=O)Nc1cccc(c1)-c1nnnn1C,CHEMBL257073,600.0,-11.94225
COc1cc(C=C2SC(=O)NC2=O)ccc1Oc1ccccc1C(F)(F)F,CHEMBL1671972,10000.0,-10.83288
Cc1ccnn1CC12C[C@]1(CCNC2)c1ccc(Cl)c(Cl)c1,CHEMBL1818452,10000.0,-10.31553
NC(=O)C(Nc1c(Nc2ccncc2)c(=O)c1=O)c1ccccc1,CHEMBL467079,10000.0,-10.06513
Cl.Clc1ccccc1-n1[nH]c2cc(=O)n3CCCN(Cc4ccccc4)Cc3c2c1=O,CHEMBL1927147,25000.0,-10.64549
O=C(NC1CCc2ccccc2CC1)N1CCC(CC1)c1nc(no1)-c1ccccn1,CHEMBL562926,10000.0,-7.10831
OCc1ccccc1S(=O)(=O)c1ccc(\\C=C\\c2ccc(F)cc2)cc1,CHEMBL1085810,100.0,-10.43767
C[C@@H]1Cc2c([nH]c3cc(Cl)ccc23)[C@]2(N1)C(=O)Nc1ccc(Cl)cc21,CHEMBL1084948,,-9.14434
Cc1c(cccc1-n1cnc2ccccc2c1=O)-c1ccc(C(N)=O)c2[nH]c3cc(ccc3c12)C(C)(C)O,CHEMBL3918580,40000.0,-8.30192
O=C(\\C=C\\c1ccccc1)/C=C/c1ccccc1,CHEMBL17201,68548822.65,-9.28365
O=C(CCS(=O)(=O)c1cccc2ncsc12)N1CC2CCC(C1)N2c1ccc(cn1)C#N,CHEMBL4790083,10000.0,-9.21829
Clc1ccc(NC(=O)N2CCCC(CCC3=NNNN3)(C2)c2ccccc2)cc1,CHEMBL1079244,10000.0,-11.32544
FC(F)Oc1ccccc1CC(N1CCNCC1)c1ccccc1,CHEMBL1083708,3000.0,-9.44624
CCCC1(CCCN1)C(=O)c1ccc(Cl)c(Cl)c1,CHEMBL1224024,2000.0,-8.36613
CCCCOc1cc(CC2CNC(=O)N2)ccc1OC,CHEMBL18701,,-8.07098
C[C@H]1C[C@H]2[C@@H]3CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,CHEMBL717,,-10.05722
CCCC1(CCCN1)C(=O)c1ccc(Cl)c(Cl)c1,CHEMBL1224024,4000.0,-8.36613
Clc1cc(Cl)cc(Nc2cc(C3CC3)c(cn2)C(=O)NCC2CCOCC2)c1,CHEMBL481586,,-10.47346
CCN(CC)C(=O)c1ccc(cc1)[C@H]1CC2(CCNCC2)Oc2ccccc12,CHEMBL556648,7100.0,-9.34237
CCN(CC)C(=O)c1cc(cs1)C1=CC2(CCNCC2)Oc2ccccc12,CHEMBL562898,5700.0,-10.02379
CN([C@H](CN1CC[C@H](O)C1)c1ccccc1)C(=O)CC(=O)Nc1cccnc1,CHEMBL425836,10000.0,-10.27879
C[C@H](COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C)OC(=O)CN,CHEMBL270996,12000.0,-10.43444
CC(N(O)C(N)=O)c1cc2ccccc2s1,CHEMBL93,,-8.34023
C[C@@H]1CCCN1CCCOc1ccc(cc1)-c1cnn(-c2ccccn2)c(=O)c1,CHEMBL1945843,30000.0,-10.11083
COc1ccc(\\C=C\\C(=O)Nc2ccccc2C(O)=O)cc1OC,CHEMBL415324,,-8.97877
CC[C@]1(O)C[C@@H]2CN(C1)CCc1c([nH]c3ccccc13)[C@@](C2)(C(=O)OC)c1cc2c(cc1OC)N(C)[C@@H]1[C@]22CCN3CC=C[C@](CC)([C@@H]23)[C@@H](O)[C@]1(O)C(N)=O,CHEMBL238071,,-4.28825
CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccc(O)cc1C,CHEMBL524313,9000.0,-9.3123
CNC[C@H]1OCc2ccccc2[C@H]1Oc1ccccc1C(F)(F)F,CHEMBL498141,1400.0,-9.84862
CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccccc1Cl,CHEMBL448375,700.0,-9.13014
CC(=NNC(=O)c1cccc(c1)S(=O)(=O)N1CCOCC1)c1cc(Cl)ccc1O,CHEMBL3104250,10000.0,-10.46796
CC(C)S(=O)(=O)N[C@@H]1Cc2ccc(cc2C1)-c1ccc(F)nc1,CHEMBL1214398,10000.0,-10.25537
CS(=O)(=O)c1cccc(c1)-c1ncnc(n1)N1CC(N)C(C1)c1cc(F)c(F)cc1F,CHEMBL246530,10000.0,-10.39156
OC(=O)CCc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1,CHEMBL207881,33000.0,-10.61741
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]33CCC(=O)O3)[C@H]12,CHEMBL1393,,-10.29192
C\\C(\\C=C\\C1=C(C)CCCC1(C)C)=C/C=C/C(C)=CC(O)=O,CHEMBL547,,-9.89803
O=C(\\C=C\\c1cccnc1)c1ccc2ccc3ccccc3c2c1,CHEMBL4080095,12000.0,-11.59251
COc1ccc(C(=O)\\C=C\\c2cccnc2)c(OC)c1,CHEMBL427692,7700.0,-8.56765
Cc1nc2c(NCc3c(C)cccc3C)cc(cn2c1C)N1CCNC1=O,CHEMBL521889,100000.0,-10.95633
CC(=O)c1cccc(NC(=O)N[C@@H]2CCCC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)c1,CHEMBL250689,30.0,-11.30804
CC(=O)c1sc(NC(=O)N[C@@H]2CN(CCO)CC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,CHEMBL399088,12000.0,-9.03655
CN(C[C@H]1Cc2c(CN1)cccc2N1CCN(CC1)c1cccc(c1)C(F)(F)F)[C@H]1CCCc2cccnc12,CHEMBL4161949,6480.0,-12.50879
CN(C[C@H]1Cc2c(CN1)cccc2N1CCNCC1)Cc1ncccc1C,CHEMBL4169504,100000.0,-10.8429
CN(C[C@H]1Cc2c(CN1)cccc2N1CCNCC1)Cc1ccc(C)cn1,CHEMBL4166081,100000.0,-11.0297
CN(C)CC1CCC(CNc2nc(NCc3ccccc3Cl)ncc2[N+]([O-])=O)CC1,CHEMBL246160,1700.0,-10.50399
FC1(F)CN(CCC2=C(Cc3cnccn3)c3ccccc3C2)C1,CHEMBL1669415,10000.0,-10.13505
Cc1nc2c(OCc3ccccc3)cccn2c1CC#N,CHEMBL47529,82000.0,-9.13899
Cn1c(nc(cc1=O)-c1ccncc1Cl)N1CCO[C@H](C1)c1ccc(F)cc1,CHEMBL3091532,,-10.59751
COc1cccc2c(cn(CC3CCCCC3)c12)C(=O)N1CCN2CCCC[C@H]2C1,CHEMBL1287846,13000.0,-11.91048
Fc1ccc2c(-c3ccc(Cl)cc3)c(cnc2c1)S(=O)(=O)c1cccc(c1)C#N,CHEMBL3765114,10000.0,-11.0697
C(C1CCOCC1)C1CNCCN1c1ccc2[nH]ncc2c1,CHEMBL1170396,8260.0,-9.40136
COCCC1CNCCN1c1ccc2[nH]ncc2c1,CHEMBL1169916,220.0,-8.23438
C[C@@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@]2(N1)C(=O)Nc1ccc(Cl)cc21,CHEMBL1082724,,-9.55791
O=c1cc(OCc2ccccc2)ccn1-c1ccc2n(CCN3CCCC3)ncc2c1,CHEMBL1289283,10000.0,-9.06612
FC1(F)CCC(CN(C[C@H]2Cc3c(CN2)cccc3N2CCNCC2)[C@H]2CCCc3cccnc23)CC1,CHEMBL4168418,8450.0,-11.76843
COc1ccc(cc1Cl)C(=O)NCc1cccc(c1)C(=O)Nc1ccc(CN(C)C)cc1,CHEMBL592709,30000.0,-8.62931
CCc1ccc(cc1)-c1ccc(cc1)C(=O)N(C)[C@H]1CCN(C1)C(=O)N1CC[C@H](C1)N[C@@H](C)C(C)C,CHEMBL215754,4300.0,-6.20282
CN1CC[C@H](C[C@@H]1c1nc2ccccc2[nH]1)NC(=O)Nc1ccc(cc1)C#N,CHEMBL2043437,30000.0,-9.31839
CCCCNc1nc(N)nc2cccc(C(=O)N(C)C(C)C)c12,CHEMBL4214206,,-8.84625
NC(=N)NCCN1CCCCCCC1,CHEMBL765,,-6.94288
Cc1ccc2c(cccc2n1)N1CCN(CCc2cccc-3c2OCc2c(ncn-32)C(=O)N2CCCCC2)CC1,CHEMBL1242623,10000.0,-9.38383
COc1cccc(\\C=C\\C(=O)c2cccnc2)c1,CHEMBL4099058,1000.0,-8.7131
Cc1ccc2c(cccc2n1)N1CCN(CCc2cccc-3c2OCc2c(ncn-32)C(N)=O)CC1,CHEMBL1241913,9000.0,-10.5371
Cc1nnn-2c1COc1c(CCN3CCN(CC3)c3cccc4nc(C)ccc34)cccc-21,CHEMBL1241546,5000.0,-12.00596
COc1cc2[nH]c(C)nc2cc1C(=O)c1ccc(Nc2ccc(F)cc2F)cc1,CHEMBL120067,2000.0,-10.81395
Fc1cc(cc2cc[nH]c12)C(=O)C1(Cc2ccccc2)CCNC1,CHEMBL1224563,80.0,-11.0255
CCC(NCCCC[C@@H](C[C@@H](OC)c1ccc(F)cc1)C(=O)NO)c1ccc(F)cc1,CHEMBL2012838,160.0,-10.50032
CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1ccc(CCC(O)=O)cc1C#N,CHEMBL570593,50.0,-10.31621
CC(C)S(=O)(=O)NC[C@H]1CC[C@@H](CC1)NC(=O)CN1CCc2cc(Cl)ccc12,CHEMBL2013012,40000.0,-9.65006
Cn1ccc2cc(ccc12)C1(Cc2ccccc2)CCNC1,CHEMBL459176,100.0,-10.00984
