,smiles,ChEMBL_ID,activity_IC50,binding_score
1728,CCCC(=O)Nc1n[nH]c2cc(c(Br)cc12)-c1ccc(O)cc1,CHEMBL1093747,4.0,-8.52442
1729,COC(=O)N1CC[C@@H](C1)N(Cc1ccccc1C)c1ccc(C#N)c(Cl)c1,CHEMBL592016,2.832508912706236,-8.26409
1730,CCCCc1ccc(cc1)S(=O)(=O)Nc1ccc2CCN(Cc3cc[nH]n3)CCc2c1,CHEMBL1080046,2.7781512503836434,-9.3766
1731,CC(C)n1cc(-c2c(C)n(CC(O)=O)c3ccc(F)cc23)c2ccccc2c1=O,CHEMBL3236948,4.740362689494244,-9.87213
1732,O=C1CCc2cc(ccc2N1)-c1cncc2ccccc12,CHEMBL456390,3.462397997898956,-9.31857
1733,CC(C)Nc1cc2CCN(C)CCc2cc1NS(=O)(=O)c1ccc(cc1)-c1ccc(Cl)cc1,CHEMBL231350,4.230448921378274,-9.78765
1734,CCOC1(Sc2ccccc2-n2c1noc2=O)c1ccc(Br)cc1,CHEMBL3408526,4.301029995663981,-8.53591
1735,CC(C)(N1CCN(C[C@@H](O)C[C@@H](Cc2cc3ccncc3o2)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)[C@@H](C1)C(=O)NCC(F)(F)F)c1ncc(o1)-c1ccc(Cl)cc1,CHEMBL381630,3.0,-12.53758
1738,COc1ccccc1N1CCN(CC1)C(=O)c1cc(-c2ccc(Cl)cc2)n(C)n1,CHEMBL1760206,3.6020599913279625,-9.76292
1739,OC(=O)c1ccccc1NC(=O)CCc1cnc(s1)-c1ccc(O)cn1,CHEMBL237037,3.7558748556724915,-9.39797
1740,OC(=O)c1ccccc1NC(=O)CCc1ccc(cc1)-c1ccc(O)cn1,CHEMBL235952,3.204119982655925,-10.02979
1741,Fc1ccc(cc1)C1(Cn2cncn2)COC(=N1)c1ccc(cc1)-c1ccccc1F,CHEMBL4845963,3.361727836017593,-10.49839
1742,CS(=O)(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CCNC1,CHEMBL476312,3.4771212547196626,-8.48764
1743,COc1ccc(cc1)C(NC(=O)c1cnc(nc1O)-c1cccnn1)c1ccc(OC)cc1,CHEMBL4783524,4.778151250383644,-9.1794
1744,Cc1c(CCC(=O)Nc2ccccc2C(O)=O)cnn1-c1ccc(O)cc1,CHEMBL236163,4.176091259055681,-9.78397
1746,C[C@]1(CCCN1c1nc(Nc2cc(n[nH]2)C2CC2)c2cccn2n1)C(=O)Nc1ccc(F)nc1,CHEMBL575448,4.361727836017593,-10.38915
1747,CC(C)Oc1ccc(cc1C(=O)N1Cc2cn(nc2C1)-c1ccnc(C)c1)C#N,CHEMBL4207171,4.0,-8.91959
1748,Cc1c(-c2ccnc3c(C)cccc23)c2cc(C)ccc2n1CC(O)=O,CHEMBL209689,3.6989700043360187,-9.67841
1749,O=C(N[C@@H]1C[C@H]1c1ccccc1)N1CCC(CC1)c1nc(no1)-c1ccccn1,CHEMBL562822,4.0,-9.32234
1750,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)-c2ccc(nc2)N2CCCC2)c1F,CHEMBL3919966,3.6989700043360187,-10.56288
1751,Cc1cn([C@H]2CCCN(C2)S(=O)(=O)c2ccc(O)c(Oc3cccc(Cl)c3)c2)c(=O)[nH]c1=O,CHEMBL2331747,4.301029995663981,-10.4303
1752,C[C@H]1C[C@@H](Nc2ccccc2)c2cc(ccc2N1C(C)=O)-c1ccc(CN2CCCCC2)cc1,CHEMBL3353992,4.146128035678238,-11.41497
1753,COc1ccc(Nc2nc3cc(ccc3n2Cc2ccccc2C(F)(F)F)C(N)=O)cc1,CHEMBL557885,3.9030899869919438,-9.39561
1755,CCN(CC)C[C@H](O)CSc1c(O)nc2ccc(cc2c1-c1cc(Cl)ccc1O)C(F)(F)F,CHEMBL196426,4.575880315680646,-8.78727
1756,C[C@H]([C@@H](c1ccc2cc(OCC3(CCCCC3)C(O)=O)ccc2c1)n1ccnc1)N(C)C,CHEMBL207638,3.6989700043360187,-9.93433
1758,CCN1CC[C@@H](NS(=O)(=O)c2ccc(NC(=O)NCc3cccnc3)cc2)[C@@H](F)C1,CHEMBL2393170,4.0,-9.05659
1759,C[C@]1(C=C(CF)OC(N)=N1)c1cc(NC(=O)c2ccc(cn2)C#N)ccc1F,CHEMBL4213486,4.301029995663981,-9.16966
1760,Fc1ccc(cn1)-c1ccsc1,CHEMBL179005,5.6020599913279625,-5.94271
1761,C[C@@H]1CCCN1CCCOc1ccc(cc1)C1=NNC(=O)C2CC12,CHEMBL3417504,4.477121254719663,-8.25239
1762,Cn1c2n(ncc2c(Nc2cc(ccc2Cl)C(=O)NC2CC2)cc1=O)-c1ccc(F)cc1,CHEMBL561932,4.3222192947339195,-10.11859
1763,COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc2ccccc2n1,CHEMBL3112601,4.477121254719663,-9.10614
1764,COc1ccc2CCCN(Cc2c1)C1CCN(CC1)C(=O)C1(F)CCN(Cc2ccnc(N)c2)CC1,CHEMBL2436624,4.477121254719663,-10.36901
1766,COc1ccccc1-c1ccc2cnc(Nc3ccc(cc3OC)[C@H]3CCN(CCO)C[C@@H]3O)nn12,CHEMBL3398175,4.278753600952829,-9.89544
1767,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)-c2cnc(nc2)N2CCOCC2)c1F,CHEMBL3945059,4.0,-10.06741
1768,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)-c2ccc(C)nc2)c1F,CHEMBL3933168,3.6989700043360187,-9.62652
1769,Fc1ccc(NS(=O)(=O)c2c(F)cccc2F)c(F)c1C(=O)c1c[nH]c2ncc(Cl)cc12,CHEMBL3971789,4.0,-10.39914
1770,Fc1ccc(NS(=O)(=O)c2cccnc2)c(F)c1C(=O)c1c[nH]c2nccc(C#N)c12,CHEMBL3890467,3.6989700043360187,-9.53517
1771,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)-c2ccc(cc2)S(=O)(=O)NC2CC2)c1F,CHEMBL3907402,3.6989700043360187,-10.5264
1772,CC(C)(C)NC(=O)c1ccc(Oc2cc(F)c(CC(O)=O)cc2Cl)c(NS(=O)(=O)c2ccc(cc2Cl)C2CC2)c1,CHEMBL1951575,4.477121254719663,-10.83476
1773,CCCN(c1ccnn1-c1ccccc1)S(=O)(=O)c1ccc(N)cc1,CHEMBL120183,4.740362689494244,-9.18023
1775,CC(=O)N1CCC(CC1)C(=O)N1C[C@H]([C@@H](C1)c1ccc(F)cc1C)c1nc(no1)C(C)(C)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,CHEMBL392464,4.949390006644912,-12.51208
1776,OCC1(CO)CCC[C@@]2([C@H]1COc1c(F)ccc(F)c21)S(=O)(=O)c1ccc(Cl)cc1,CHEMBL3629736,4.324282455297693,-9.31215
1780,CN(C)C(=O)c1ccc(cc1)N(Cc1cc(Br)cs1)C(=O)c1ccc(O)cc1O,CHEMBL4591977,4.2552725051033065,-8.91761
1781,FC(F)(F)c1nn(c2CCCCc12)-c1ccc(CN2CCCC2=O)cc1,CHEMBL1649670,3.6989700043360187,-9.21631
1782,CN1CCN(CC1)c1ccc(cc1)C(=O)Nc1cn2cc(C)nc(C)c2n1,CHEMBL4081789,4.698970004336019,-8.14281
1786,CCN(C1CCOCC1)c1cc(cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C#CC1CCN(C)CC1,CHEMBL3672842,4.878866336956725,-10.4992
1787,Fc1cc(ccc1CC(=O)N1CCCC1)-n1nc(c2CCCCc12)C(F)(F)F,CHEMBL1649669,3.845098040014257,-9.96884
1790,OCCCN(c1ccnn1-c1ccccc1)S(=O)(=O)c1ccc(CC=C)cc1,CHEMBL333210,4.903089986991944,-8.78067
1791,COc1cnc(-n2cnc(C)n2)c2[nH]cc(C(=O)C(=O)N3CCN(CC3)C(=O)c3ccccc3)c12,CHEMBL3301620,4.6020599913279625,-10.00086
1792,Cl.Cl.CN1CCC(=CC1)c1c[nH]c2cc(NC(=N)c3cccs3)ccc12,CHEMBL3142316,4.861534410859038,-8.73659
1793,COC(=O)N1CC[C@@H](C1)N(Cc1ccccc1)c1ccc(C#N)c(Cl)c1,CHEMBL592509,3.113943352306837,-8.23941
1794,CC(=O)N1CC[C@@H](C1)N(Cc1ccccc1C(F)(F)F)c1ccc(C#N)c(Cl)c1,CHEMBL590611,3.255272505103306,-8.83367
1797,CO[C@H](C1COC1)c1cc(Cl)c2CCN(Cc3c(OC)cc(C)[nH]c3=O)C(=O)c2c1Cl,CHEMBL4080228,4.477121254719663,-9.05723
1798,FC(F)(F)c1cccc2n(CC3CC3)nnc12,CHEMBL4460927,4.0,-7.27711
1799,C(COc1ccc(cc1)-n1ccnc1)Cc1cccnc1,CHEMBL262968,2.2671717284030137,-7.67395
1800,Fc1ccc(Oc2ccc(NC(=O)N3CCc4ncccc4[C@@H]3c3ccc(Cl)cc3)cc2)cc1,CHEMBL4537998,3.6434526764861874,-11.13457
1801,ON=Cc1ccc(o1)-c1cccnc1.O\\N=C\\c1ccc(o1)-c1cccnc1,CHEMBL1795039,5.14921911265538,-6.86522
1806,Cc1cc(ccc1C(=O)NC1CC1)-c1cnn2c(NC[C@H]3C[C@@](C)(O)C3)cc(Oc3cccnc3)nc12,CHEMBL4469414,4.113943352306837,-10.30777
1807,CC1CC(CC(C)(C)C1)C(=O)Nc1nc2ccc(Cl)cc2s1,CHEMBL4295138,4.301029995663981,-8.52185
1808,COc1cc(ccc1-n1cnc(C)c1)-c1nc2[C@@H](CCCn2n1)c1ccccc1C(F)(F)F,CHEMBL2415097,3.6665179805548807,-10.18912
1809,Cc1ccc(cc1)-n1nc(cc1NC(=O)Nc1ccc(cc1)-c1nnc(S)n1C)C(C)(C)C,CHEMBL2425148,4.0,-9.37258
1810,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)-c2cncc(c2)S(C)(=O)=O)c1F,CHEMBL3968095,3.6989700043360187,-9.81543
1811,OCCN1CCN(CC(=O)Nc2ccc(-c3cccc4c3oc(cc4=O)N3CCOCC3)c3sc4ccccc4c23)CC1,CHEMBL2420310,4.0,-10.70311
1812,Fc1ccc(nc1)-c1cc2CN(CCn2n1)C(=O)c1cc(F)cc(Cl)c1,CHEMBL4098822,4.6020599913279625,-10.06522
1813,CC(=O)SCc1ccc(o1)-c1cccnc1,CHEMBL386124,3.7558748556724915,-6.2816
1814,CCS(=O)(=O)c1ccc2[nH]c(nc2c1)-c1cccc(n1)-c1ccccc1,CHEMBL2070154,4.146128035678238,-9.98695
1815,CC(C)Oc1ccc(cc1C(=O)N1Cc2cn(nc2C1)-c1cncc(F)c1)C#N,CHEMBL4214486,4.0,-9.13122
1816,Fc1cc(NCC23CCCN2CCC3)c(Cl)cc1S(=O)(=O)Nc1nccs1,CHEMBL4061793,4.301029995663981,-8.49661
1817,O[C@]12CCC[C@@]1(CNc1cc(F)c(cc1Cl)S(=O)(=O)Nc1nccs1)CCC2,CHEMBL4071736,4.301029995663981,-8.64585
1818,Fc1cc(NCCC2CCCCO2)c(Cl)cc1S(=O)(=O)Nc1nccs1,CHEMBL4065798,4.301029995663981,-8.09308
1819,Fc1cc(NC[C@H]2CCCOC2)c(Cl)cc1S(=O)(=O)Nc1nccs1,CHEMBL4072883,4.301029995663981,-7.94697
1820,N[C@H](C(=O)N1[C@H]2C[C@H]2C[C@H]1C#N)C12CC3CC(CC(O)(C3)C1)C2,CHEMBL385517,4.698970004336019,-8.04057
1821,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(cc3)C(F)(F)F)C2)nnc1-c1ccc(CC(N)=O)cc1,CHEMBL3981856,3.845098040014257,-9.68671
1822,Cc1ccccc1C(NC(=O)CNC(=O)c1ccc(F)cc1)c1ccccc1,CHEMBL476775,4.698970004336019,-10.23895
1823,Clc1ccc(cc1)C(NC(=O)CNC(=O)c1ccccc1)c1ccccc1,CHEMBL476763,4.698970004336019,-10.20783
1824,Fc1ccc(cc1)C(=O)NCC(=O)NC(c1cccc(F)c1)c1cccc(F)c1,CHEMBL476557,4.698970004336019,-10.15543
1825,CCc1nc(N)nc(N)c1-c1ccc2OC(C)(C(=O)N(CCNC(C)=O)c2c1)c1cc(F)ccc1F,CHEMBL239078,4.477121254719663,-10.77495
1827,O=C1Nc2ccccc2[C@]11C[C@H]1c1ccc2c(\\C=C\\c3ccncc3)n[nH]c2c1,CHEMBL3353340,1.4771212547196624,-10.56246
1828,C[C@H](Oc1cccc(Cc2c(C)[nH]c3ccc(OC(F)(F)F)cc23)c1)C(O)=O,CHEMBL189785,1.6989700043360187,-9.19724
1829,CC(C)(O)c1cccn2c(nnc12)C1(CC1)c1ccc(Cl)cc1,CHEMBL4301600,4.477121254719663,-8.50528
1830,CC(=O)Nc1cccc(c1)-c1ccc2nc(-c3cccnc3N)n(-c3ccc(CNC(=O)c4cccc(F)c4)cc3)c2n1,CHEMBL2177836,3.0,-12.43804
1831,Nc1ncccc1-c1nc2cccnc2n1-c1ccc(CC(=O)Nc2ccccc2)cc1,CHEMBL2177818,4.0,-10.88923
1832,FC(F)(F)c1c(ccn2c(CC3CC3)nnc12)N1CCC(CC1)c1ccccc1,CHEMBL2179319,4.041392685158225,-9.95326
1833,OC(=O)CCC1(CCCN(C1)C(=O)Nc1ccc(Cl)cc1)c1cccnc1,CHEMBL1078337,4.0,-9.38804
1834,COc1cc(ccc1Nc1ccc(N2CCCC2)c(Oc2ccc(C)c(NC(=O)C=C)c2)n1)N1CCN(C)CC1,CHEMBL4465111,4.0,-9.65623
1835,COc1cc(ccc1Nc1ccc(N2CCOCC2)c(Oc2ccc(C)c(NC(=O)C=C)c2)n1)N1CCN(C)CC1,CHEMBL4464752,4.0,-10.04417
1836,CC1(CC(=O)NCc2ccc(Br)cc2F)CC2(CCCCC2)OO1,CHEMBL565362,3.591064607026499,-8.51558
1837,CC(C)C[C@H]1C[C@H](C1)c1nnc([C@H]2CN(C[C@@H]2C(=O)Nc2ccc(C)cc2C)C(C)=O)n1C1CC1,CHEMBL3774855,4.698970004336019,-10.68844
1838,Cn1cc(cn1)-c1ccc(cc1F)N1CCC(CC1)C1c2c(cccc2F)-c2cncn12,CHEMBL4445809,3.8692317197309762,-11.0469
1840,CC(C)N1Cc2c(nc(nc2N(C)Cc2cc3ccccc3cn2)N2CCN(CC2)C(C)=O)C1=O,CHEMBL2011127,3.845098040014257,-11.2337
1841,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)CC1CCSS1,CHEMBL4457447,4.698970004336019,-10.07757
1843,CC(O)(c1nc(c[nH]1)-n1ccc(NC(=O)c2cscn2)cc1=O)c1cccc(c1)C(F)(F)F,CHEMBL3808805,3.4771212547196626,-9.91191
1844,CC(C)(Oc1ccc(cc1)-c1cnc(N)c(c1)-c1ccc(Cl)cc1)C(O)=O,CHEMBL4746566,3.4771212547196626,-9.2358
1845,CC(C)(C)c1[nH]nc2C(=O)N(C(c12)c1ccccc1OCCO)c1ccc(cc1)-c1ccon1,CHEMBL3679944,4.041392685158225,-9.20277
1846,Cl.Clc1ccc(Sc2ccccc2N2CCNCC2)c(Cl)c1,CHEMBL2204359,4.531478917042255,-7.75758
1847,Clc1cccc(NC(=O)N2CCOc3ccc(cc3C2)-c2ccncc2)c1,CHEMBL4787638,5.365487984890899,-9.97739
1848,FC(F)(F)c1cccc(Nc2nnc3-c4cc(ccc4OCCn23)-c2ccncc2)c1,CHEMBL4790150,2.725094521081469,-10.89639
1849,Clc1ccc(NC(=O)N2CCOc3ccc(cc3C2)-c2ccncc2)cc1Cl,CHEMBL4755668,5.513217600067939,-10.28583
1850,CN(C)S(=O)(=O)NCCCCCNc1nc(cs1)-c1ccccn1,CHEMBL1909725,3.845098040014257,-7.24759
1851,Cc1nc(C)c(s1)-c1ccc(cc1)N1C(=O)N(c2cc(O)ncn2)C2(CCN(Cc3ncccc3C)CC2)C1=O,CHEMBL2040897,4.698970004336019,-10.2041
1852,COCc1nc(no1)-c1ccc(cc1)N1C(=O)N(c2cc(O)ncn2)C2(CCN(Cc3ncccc3C)CC2)C1=O,CHEMBL2040894,4.698970004336019,-10.9817
1853,Cl.CC(C)(c1cc(-c2cccc(CC(F)(c3ccc(cc3)S(C)(=O)=O)C(O)(C3CC3)C3CC3)c2)c2ncccc2c1)S(C)(=O)=O,CHEMBL1204128,3.322219294733919,-11.53331
1854,Cc1cnc2[nH]cc(Cc3ccc(NCc4cccnc4F)nc3F)c2c1,CHEMBL3673938,3.6989700043360187,-9.80575
1855,CSc1ccc(CNC(=O)CC2(C)CC3(CCCCC3)OO2)cc1,CHEMBL578594,3.6989700043360187,-8.54386
1856,COc1cnc2[nH]cc(Cc3ccc(NCc4cccnc4OC)nc3F)c2c1,CHEMBL3673960,3.6989700043360187,-8.70128
1857,C[C@@H](COc1ccn(-c2ccc(F)cc2)c(=O)c1)Oc1ccccc1,CHEMBL4172540,4.477121254719663,-9.30264
1858,CCc1nc(N)nc(N)c1-c1ccc2OC3(CC3)C(=O)N(CCNC(C)=O)c2c1,CHEMBL398387,4.477121254719663,-8.76483
1860,COc1ncccc1CNc1ncc(Cc2c[nH]c3ncc(C)cc23)cn1,CHEMBL3669005,3.6989700043360187,-8.85502
1861,Cc1cnc2[nH]cc(Cc3ccc(NCc4ccc(Cl)nc4)nc3F)c2c1,CHEMBL3673936,3.6989700043360187,-9.37919
1862,FC(F)(F)S(=O)(=O)c1ccc2[nH]c(nc2c1)-c1ccc(=O)n(c1)-c1ccccc1,CHEMBL2070160,3.8750612633917,-10.90171
1863,C(N1CCN(Cc2ccccc2)CC1)c1nnc(o1)-c1ccccc1,CHEMBL1504335,4.301029995663981,-9.4933
1864,C1CCC(CC1)c1nc(no1)-c1ccncc1,CHEMBL2069803,4.2455126678141495,-7.59503
1865,Clc1ccc(cc1)C1(CC1)c1nnc2c(cccn12)C1CC1,CHEMBL3318978,4.301029995663981,-8.58834
1866,FC(F)(F)Oc1ccccc1CNC(=O)N1CCC(C1)c1ccncc1,CHEMBL1085745,2.4771212547196626,-9.24654
1867,NCc1ccc(F)c(c1)C1CCN(CC1)C(=O)c1cc(cc(c1)-c1nc(no1)-c1cccs1)C(N)=O,CHEMBL365062,3.7307822756663893,-10.92767
1868,CC(C)Oc1ccc(COc2ccc3n4CC[C@H](CC(O)=O)c4c(Cl)c3c2)cc1C#N,CHEMBL3359522,3.929418925714293,-9.32448
1869,CCl.CC(C)(c1cc(-c2cccc(CC(F)(c3ccc(cc3)S(C)(=O)=O)S(=O)(=O)C3CC3)c2)c2ncccc2c1)S(C)(=O)=O,CHEMBL1204131,3.57978359661681,-11.09185
1870,COc1cc2ccnc(Oc3ccc(F)cc3)c2cc1OC,CHEMBL3298322,3.278753600952829,-7.68424
1872,CC(C)(O)C(=O)C(Cc1cccc(c1)-c1cc(cc2cccnc12)C(C)(C)S(C)(=O)=O)c1ccc(cc1)S(C)(=O)=O,CHEMBL579266,3.5563025007672873,-11.12761
1873,CC(C)(c1cc(-c2cccc(CC(F)(c3ccc(cc3)S(C)(=O)=O)S(C)(=O)=O)c2)c2ncccc2c1)S(C)(=O)=O,CHEMBL585566,3.6532125137753435,-10.80025
1874,FC(F)(F)C1(CC1)c1ccc(CC(=O)Nc2ccn(Cc3ccc(cn3)C#N)n2)cc1,CHEMBL4217292,4.342422680822207,-9.44007
1876,COc1nc(ccc1-n1cnc(C)c1)-c1csc(Nc2cc(nn2C(C)C)C(C)(C)C)n1,CHEMBL4794750,4.146128035678238,-9.02816
1877,COc1ccccc1N1CCN(CC1)C(=O)c1cc(n[nH]1)-c1ccc(Cl)cc1,CHEMBL1760338,3.4771212547196626,-9.29761
1878,CC\\C(=C(\\c1ccc(\\C=C\\C(O)=O)cc1)c1ccc2[nH]ncc2c1)c1ccc(F)cc1Cl,CHEMBL3581693,3.342422680822206,-10.3446
1883,Fc1cccc(c1)S(=O)(=O)c1ccc2c3CCNC4(CCCOC4)c3oc2c1,CHEMBL1935601,3.278753600952829,-10.73762
1884,OC(=O)C1=CCCN(C1)C1CC[C@@]2(C1)Cc1ccccc1Cc1ccccc21,CHEMBL1277935,4.0,-10.75931
1886,C[C@H](O)C(=O)N1CC[C@@H](C1)N(Cc1ccccc1C(F)(F)F)c1ccc(C#N)c(Cl)c1,CHEMBL605078,3.380211241711606,-9.07557
1888,OC(=O)c1ccccc1NC(=O)N1C[C@@H]2C[C@@H](C[C@@H]2C1)c1ccccc1C(F)(F)F,CHEMBL3359014,2.531478917042255,-11.10663
1889,C[C@@]1(CCN(C1=O)c1ccc(Cl)cc1)Nc1ccc(cc1)C(=O)NO,CHEMBL3415629,4.698970004336019,-8.84649
1890,COc1ccccc1N1CCN(CC1)C(=O)c1cc(nn1C)-c1ccc(Cl)cc1,CHEMBL1760205,3.4771212547196626,-9.11212
1891,Fc1cc(F)cc(c1)S(=O)(=O)c1ccc(CNC(=O)c2cc3ccncc3o2)nc1,CHEMBL3394734,2.3010299956639813,-10.12814
1892,O=C(OCc1ccccc1)N1CCC(CNc2nccs2)CC1,CHEMBL218547,4.0,-7.97623
1893,Nc1noc2ccc(cc12)-c1cc(Cl)ccc1Oc1cc(F)c(cc1F)S(=O)(=O)Nc1ncns1,CHEMBL3341983,2.230448921378274,-10.79222
1894,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(cc3)C(F)(F)F)C2)nnc1-c1cccc(c1)C(N)=O,CHEMBL3970323,3.4771212547196626,-10.15701
1895,CC(C)(C)NC(=O)c1c[nH]c2ncc(nc12)-c1nn(CCC(O)CO)c2ccc(OC(F)F)cc12,CHEMBL2347988,3.9030899869919438,-9.57138
1896,Cc1c(cc(-c2ccccc2)n1C)C(=O)NCCCN1CCN(CC1)c1cccc(Cl)c1Cl,CHEMBL1086754,3.9867717342662448,-10.30843
1897,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,CHEMBL388590,1.2041199826559248,-8.65617
1898,CCCCOc1ccc(cc1)-c1ccno1,CHEMBL150681,3.9030899869919438,-6.41773
1899,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)-c2cn[nH]c2)c1F,CHEMBL3968460,3.6989700043360187,-9.33342
1900,CCCCOc1ccc(cc1)-n1cncn1,CHEMBL345544,3.4471580313422194,-6.26733
1901,Fc1ccc(NS(=O)(=O)c2c(F)cccc2F)c(F)c1C(=O)c1c[nH]c2ncc(cc12)C#N,CHEMBL3968497,4.0,-10.17404
1902,CNc1cc(C)nc(n1)N1CCC(CC1)C(=O)NCc1ccccc1C(F)(F)F,CHEMBL2392700,4.3979400086720375,-9.59966
1903,C[C@H]1Cc2c([nH]c3ccccc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc21,CHEMBL1083769,3.1789769472931693,-10.32635
1904,COc1ccnc(Oc2ccc3n(Cc4c(F)cc(F)cc4F)cnc(=O)c3c2)c1C(F)(F)F,CHEMBL2403317,4.041392685158225,-10.22508
1905,Oc1ccc(\\C=C\\c2cc(O)cc(O)c2)cc1,CHEMBL165,3.845098040014257,-7.76642
1907,C[C@H]1CN(C[C@@H](C)O1)c1cc(ncn1)-c1n[nH]c2ccc(OC3(C)CC3)cc12,CHEMBL4098877,4.698970004336019,-9.49042
1908,CCOC1(Sc2ccccc2-n2c1noc2=O)c1ccc(OC)cc1,CHEMBL3818560,4.071882007306125,-8.39101
1910,C[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2C(=O)N2CCC(F)(F)CC2)C(=O)NCC(C)(C)O)c(Cl)c1Cl)C(F)(F)F,CHEMBL4646118,3.9822712330395684,-10.44804
1913,C[C@@H]1CCCN1CCCOc1ccc(cc1)C(=O)CN1CCOCC1,CHEMBL1951055,4.477121254719663,-7.66549
1921,CS(=O)(=O)Nc1cccc(c1)-c1c(O)ccc2cc(ccc12)-c1cccc(O)c1,CHEMBL1650658,3.0969100130080562,-10.95758
1922,CC(C)c1csc(NC(=O)C2c3ccccc3Oc3ccccc23)n1,CHEMBL3799685,3.322219294733919,-9.84058
1923,COc1cccc(c1)[C@@H](C)NC(=O)c1ccc(cc1)-c1ccnnc1,CHEMBL4584824,4.301029995663981,-9.0225
1924,CC(C)(C)C(=O)NCCC1CCN(CC1)c1ncnc2cc(sc12)C(N)=O,CHEMBL2332055,3.8573324964312685,-8.51555
1925,COc1cccc(c1)[C@@H](C)NC(=O)c1ccc(cc1)-c1ccnc(F)c1,CHEMBL4459800,4.2576785748691846,-9.25108
1926,CCc1nc2cc(Cl)ccn2c1C(=O)NCc1ccc(cc1)N1CCN(CC1)c1ccc(F)cc1,CHEMBL3109797,4.6020599913279625,-10.88683
1928,Cl.COCCOc1ccccc1N1CCN(CC1)C(=O)[C@@]1(CCCN(C1)C(=O)c1cnccc1C(F)(F)F)Oc1ccc(cc1)C(F)(F)F,CHEMBL3288447,4.477121254719663,-11.15542
1929,Cl.COCCOc1ccccc1N1CCN(CC1)C(=O)[C@@]1(CCCN([C@@H]1CC=C)C(=O)c1cnccc1C(F)(F)F)Oc1ccc(cc1)C(F)(F)F,CHEMBL3288448,4.477121254719663,-9.94336
1932,CCN(CC)CCN(Cc1ccc(cc1)-c1ccc(cc1)C(F)(F)F)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1,CHEMBL10921,5.0,-10.35014
1933,CCN(CC)Cc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1O,CHEMBL147587,4.8750612633917,-8.23712
1934,Clc1ccc(Cn2nccc2-c2cc3n(nnc3cn2)-c2ccc3[nH]c(=O)[nH]c3c2)c(Cl)c1,CHEMBL4527142,4.6020599913279625,-11.01005
1935,COc1ccc(cc1)-c1nc(CCOc2cccc(C[C@H]3[C@H](N(C3=O)c3ccc(cc3)C(C)(C)C)C(O)=O)c2)c(C)o1,CHEMBL257517,2.7403626894942437,-10.55154
1938,Cc1nsc(n1)-c1nnc2n1CCN(C(=O)c1ccc(F)cc1)C2(C)C,CHEMBL3608686,4.079181246047625,-9.08044
1939,C[C@H](N1CC[C@@](CC(C)(C)N(C)S(C)(=O)=O)(OC1=O)c1ccccc1)c1ccc(cc1)-c1ccc(=O)n(C)c1,CHEMBL3664642,4.08278537031645,-11.39615
1940,O=C(NCCCCN1CCN(CC1)c1cccc(c1)C#N)c1ccc(cc1)-c1ccsc1,CHEMBL4437341,4.0,-9.01158
1942,CCc1nc(N[C@@H]2CCC[C@@H]2C#N)c2cc[nH]c(=O)c2n1,CHEMBL2436945,4.0,-7.26273
1943,COC(=S)NC[C@H]1CN(C(=O)O1)c1ccc(N2CCNN(CC2)C(=O)C(F)F)c(F)c1,CHEMBL2437330,4.301029995663981,-9.08605
1944,Cc1oc(nc1CCOc1cccc(C[C@H]2[C@H](N(C2=O)c2ccc(cc2)C(C)(C)C)C(O)=O)c1)-c1ccccc1,CHEMBL255389,2.361727836017593,-11.13306
1946,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc12,CHEMBL1232461,4.518513939877887,-9.57597
1947,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,CHEMBL1064,4.477121254719663,-9.69177
1948,COCCCOc1cc(ccc1OC)C(=O)N(C[C@@H]1CNC[C@H]1OC(=O)NCc1ccccc1)C(C)C,CHEMBL3403995,4.301029995663981,-8.71478
