,smiles,ChEMBL_ID,activity_IC50,binding_score
3611,CCc1ccc(N\\C=N\\O)cc1,CHEMBL101296,4.230448921378274,-6.34705
3612,O=C1C[C@@H](C(=O)N1)c1c[nH]c2ccccc12,CHEMBL4087106,4.0,-8.06114
3613,Clc1ccc(s1)C(=O)N(C[C@H]1CN(C(=O)O1)c1ccc(cc1)N1CCOCC1=O)C=O,CHEMBL3975957,4.350248018334163,-9.42223
3614,CN(C)CCCCCCOc1ccc(cc1)-n1ccnc1,CHEMBL113275,4.521138083704036,-6.37106
3615,CC[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2C(=O)N2CCCC[C@@H]2C)C(=O)NCC(C)(C)O)c(C(F)F)c1F)C(F)(F)F,CHEMBL4646215,4.0,-10.29694
3616,COc1cc2CCN(CCc3ccc(NC(=O)c4cc(OC)c(OC)cc4NC(=O)c4cnc5ccccc5c4)cc3)Cc2cc1OC,CHEMBL348475,3.8512583487190755,-10.26874
3617,Fc1ccccc1\\C=C\\C(=O)c1ccc[nH]1,CHEMBL4081406,4.301029995663981,-7.26096
3618,CCCCc1cccc(c1)[C@@]1(NCC(=O)N(Cc2c(F)cc(F)cc2F)c2ccccc12)[C@H](Oc1nc(C)cc(C)n1)C(O)=O,CHEMBL330354,4.176091259055681,-10.54818
3619,Cc1cc(NC(=O)c2cccc(c2)S(=O)(=O)N[C@H]2CCOC2)ccc1F,CHEMBL4159471,4.0,-9.37091
3620,Cc1cc(Oc2cncc(F)c2)cc(n1)C(=O)Nc1cc(F)ccn1,CHEMBL4062697,3.7558748556724915,-9.28189
3621,CC(C)Oc1ccc(COc2ccc3n4CC[C@H](CC(O)=O)c4c(Cl)c3c2)cc1C(F)(F)F,CHEMBL3359523,4.698970004336019,-9.60136
3622,CCC(NC(=O)c1ccc(Cl)cc1)[C@@H]1[C@H]2C[C@@H](C[C@@H]12)n1cnc2cc(F)c(F)cc12,CHEMBL4858219,3.342422680822206,-10.20624
3623,CCC(NC(=O)c1ccc(Cl)cc1)[C@@H]1[C@H]2C[C@@H](C[C@@H]12)n1cnc2c(F)cccc12,CHEMBL4873803,3.591064607026499,-9.99653
3624,COc1cc(F)c(cc1F)-c1c(C)nn2c(cc(C)nc12)C(F)(F)F,CHEMBL4172016,4.477121254719663,-8.72483
3625,Oc1cccc(c1)-c1ccc2c(c(O)ccc2c1)-c1ccccc1,CHEMBL469227,3.214843848047698,-10.38248
3626,Cc1nnc(Cn2ccc3ncc(cc23)-c2ccc(F)c(C)c2)o1,CHEMBL4590530,4.0,-8.79858
3627,CN(C)C(=O)Cn1ccc2ncc(cc12)-c1ccc(F)c(F)c1,CHEMBL4591770,4.0,-8.06374
3628,CN(C)C(=O)Cn1ccc2ncc(cc12)-c1ccc(s1)C(F)(F)F,CHEMBL4531750,4.0,-8.12685
3629,CC(C)(N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)[C@@H](C1)C(=O)NCC(F)(F)F)c1ncc(o1)-c1cnccc1Cl,CHEMBL3706622,4.3222192947339195,-11.51757
3630,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@@]1(O)C(=O)CO,CHEMBL2348780,4.698970004336019,-10.45514
3632,COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,CHEMBL6966,4.698970004336019,-7.72794
3634,CCn1cc(C(O)=O)c(=O)c2cc(F)c(cc12)N1CCNCC1,CHEMBL9,4.698970004336019,-8.1621
3635,Cc1[nH]c2c(NCc3c(C)cccc3C)nccc2c1C,CHEMBL1076210,4.518513939877887,-8.48502
3636,CCOC1(SC=C(C)n2c1noc2=O)c1ccc(OC)cc1,CHEMBL3818643,4.133538908370218,-7.2354
3638,Cc1ccc(C)c(Nc2c(Cl)c(C)nc3ccc(cc23)-c2cnc(nc2)C(C)(C)O)c1,CHEMBL4764418,3.4471580313422194,-10.35035
3639,C[C@@H]1COCCN1c1nc(cc2n(C)cnc12)-c1nncc2[nH]ccc12,CHEMBL3355480,4.380211241711606,-8.74501
3640,Cl.Nc1ncccc1-c1nc2ccc(nc2n1-c1ccc(cc1)C1(N)CCC1)-c1ccccc1,CHEMBL4523032,3.8976270912904414,-11.82301
3641,Cl.Nc1cccc(c1)-c1ccc2nc(-c3cccnc3N)n(-c3ccc(cc3)C3(N)CCC3)c2n1,CHEMBL4574111,4.301029995663981,-11.64161
3642,CCc1cccc(C)c1CNc1cc(cn2c(C)c(C)nc12)-c1ncnn1C,CHEMBL496624,3.505149978319906,-9.19873
3643,Cc1nc2c(NCc3c(C)cccc3C)cc(cn2c1C)-n1cccn1,CHEMBL453246,2.934498451243568,-9.21717
3644,C[C@@H](Nc1nc2n(ncc2c(=O)[nH]1)C1CCCC1)C(=O)N1CC[C@H](F)C1,CHEMBL4580164,4.0,-8.86825
3645,COc1cccc(c1)[C@@H](C)NC(=O)c1ccc(cc1)-c1ccnc(N)c1,CHEMBL4474946,4.301029995663981,-9.51306
3646,CC1(CCCN(C1)C(=O)NCc1ccc(cc1)-c1ccccc1C(F)(F)F)c1ccccc1,CHEMBL1080974,4.0,-11.7154
3647,CC(C)CC[C@H](NC(=O)c1cc2ccccc2cc1NC(=O)Nc1c(C)cc(C)cc1C)C(O)=O,CHEMBL516081,2.8692317197309762,-10.50357
3648,COC[C@]12C[C@]1(CCNC2)c1ccc2ccccc2c1,CHEMBL1172744,3.9030899869919438,-8.11216
3649,CNCC[C@@H](c1ccc(Cl)c(Cl)c1)n1nnc(C)n1,CHEMBL1224382,4.0,-7.31866
3651,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(cc3)C(F)(F)F)C2)nnc1-c1ccc(cc1)-c1ncco1,CHEMBL3941818,3.4771212547196626,-10.24118
3652,CCC[C@H](NC(=O)c1cc2ccccc2cc1NC(=O)Nc1c(C)cc(C)cc1C)C(O)=O,CHEMBL475765,3.9242792860618816,-10.20551
3653,CC(C)O[C@H](C)[C@H](NC(=O)c1cc2ccccc2cc1NC(=O)Nc1c(C)cc(C)cc1C)C(O)=O,CHEMBL473850,4.146128035678238,-10.3209
3655,Cc1ccccc1\\N=C\\NO,CHEMBL103651,4.886490725172482,-6.30288
3656,CN1C[C@H]2CCCC[C@]2(C1)c1ccc(Cl)c(Cl)c1,CHEMBL1813314,4.3979400086720375,-7.82717
3658,Fc1ccc(Oc2nccc3[nH]ccc23)c(F)c1,CHEMBL3298760,4.301029995663981,-7.46901
3659,CN(C(=O)CSc1ccc(nn1)-c1ccccc1)c1nc(C)cs1,CHEMBL2048846,4.477121254719663,-8.68984
3660,Cc1ccc(cc1)-n1nc(cc1NC(=O)Nc1ccc(cc1)-n1cnnc1)C(C)(C)C,CHEMBL2425147,3.838849090737255,-10.07066
3662,C[C@H](NC(=O)c1c(C)c(nc2ccccc12)-c1cccs1)C1CCCCC1,CHEMBL1171894,4.29999993144297,-9.82537
3663,Cc1ccc2c(cccc2n1)N1CCN(CCc2ccc(F)c(c2)-c2cncnc2)CC1,CHEMBL1171887,4.0,-10.26941
3664,CN1Cc2nnc(C3CCN(CC3)c3ccccn3)n2-c2ccc(Cl)cc2C1,CHEMBL1837037,4.477121254719663,-10.27507
3665,C[C@@H](Oc1cc(sc1C(N)=O)-n1cnc2cc(ccc12)-c1ccnc(c1)N1CCOCC1)c1ccccc1C(F)(F)F,CHEMBL1208960,2.0,-10.47047
3666,C[C@@H](Oc1cc(sc1C(N)=O)-n1cnc2cc(ccc12)-c1cnn(CCN2CCN(C)CC2)c1)c1ccccc1Cl,CHEMBL1209016,2.845098040014257,-10.38201
3667,COc1ccc2[nH]c(SCc3ccccc3)nc2c1,CHEMBL2018915,3.988112840268352,-7.78408
3668,N[C@@H]1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc12,CHEMBL1643512,4.3979400086720375,-8.05349
3669,OC(=O)[C@@H]1C[C@H]1c1ccc(cc1F)-c1cccc(c1)-n1cc(C(=O)NC2CC2)c(=O)c2cccnc12,CHEMBL1801160,5.0,-11.87802
3671,CN(C)CCn1c(CC(C)(C)C)nc2cc(ccc12)S(=O)(=O)C1CN(CCO)C1,CHEMBL3357391,3.4771212547196626,-7.68269
3673,C[C@H](c1ccc(Cl)cc1Cl)n1nc(C)c2ncc(nc12)N1CC(C1)[C@H]1CCCN(CCO)C1,CHEMBL4634054,4.6020599913279625,-9.62328
3675,CCOC1(Sc2ccccc2-n2c1noc2=O)c1ccccc1,CHEMBL3819226,4.278753600952829,-8.88069
3676,[O-][n+]1cccc(c1)C#Cc1cccc(c1)-n1cc(C(=O)NC2CC2)c(=O)c2cccnc12,CHEMBL485629,4.6020599913279625,-10.65812
3677,Cl.Cc1ccc(Sc2ccccc2N2CCNCC2)cc1,CHEMBL2205045,4.6020599913279625,-7.63304
3678,Fc1ccc(F)c(c1)C(=O)N1CCN(CCN2CC[C@H](C2)NC(=O)CNC(=O)c2cccc(c2)C(F)(F)F)CC1,CHEMBL1089793,4.0,-11.03904
3680,O[C@H]1CCN(CCn2ncc3cc(ccc23)-n2ccc(OCc3ccccc3)cc2=O)C1,CHEMBL1289515,4.0,-10.2978
3682,Cl.CCCCN1C(=O)[C@H](NC(=O)C11CCN(Cc2ccc(Oc3ccc(cc3)C(O)=O)cc2)CC1)[C@H](O)C1CCCCC1,CHEMBL1668019,4.477121254719663,-10.70105
3683,CC(C)(C)c1nnc(s1)-c1nn(c(c1Cn1cncn1)-c1ccc(Br)cc1)-c1ccc(Cl)cc1Cl,CHEMBL1223034,0.414973347970818,-9.16992
3685,CNC(=O)c1ccc(CN2CCC(CC2)c2ccc(cc2)C(=O)Nc2ccccc2N)cc1,CHEMBL264961,4.0,-11.31708
3686,C[C@@H]1CCCN1CCCOc1ccc(cc1)C1=NNC(=O)CC1,CHEMBL1935100,4.477121254719663,-8.29524
3687,C[C@@H](O[C@H]1CC[C@@H]2CN(C[C@H]2[C@@H]1c1ccc(F)cc1)C1=CC(=O)CC1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,CHEMBL447955,4.477121254719663,-11.65689
3688,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,CHEMBL480,4.283301228703549,-8.78664
3691,CC1CN(C(=O)c2ccc(Cl)cc12)c1cccnc1,CHEMBL4644373,4.698970004336019,-8.32282
3693,C[C@@H](Oc1cc(sc1C(N)=O)-n1cnc2cc(ccc12)-c1ccc(NC2CCN(C)CC2)nc1)c1ccccc1Cl,CHEMBL1208965,3.949390006644913,-9.20755
3694,CCn1c2ccccc2c2cc(NC(=O)CN3CCN(C[C@@H](O)COc4ccc5sc(C)nc5c4)CC3)ccc12,CHEMBL150614,5.0,-10.33864
3697,CS(=O)(=O)NCc1nc2cnc3[nH]ccc3c2n1[C@@H]1C[C@H]2CC[C@@H]1C2,CHEMBL2206059,4.0,-8.13727
3698,Cc1ccc2c(cccc2n1)N1CCN(CCc2cccc-3c2OCc2c(ncn-32)C(=O)NCC2CC2)CC1,CHEMBL1242345,4.0,-10.91969
3699,O=S(=O)(Nc1ccc2CCN(Cc3cc[nH]n3)CCc2c1)c1ccc(s1)-c1ccccn1,CHEMBL1078492,2.6020599913279625,-9.9088
3701,Fc1ccc(CNC(=O)c2cnc(Nc3cccc(Cl)c3)nc2C(F)(F)F)cc1,CHEMBL389908,3.9030899869919438,-9.46904
3702,OCCNC(=O)c1ccccc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1,CHEMBL1169660,3.6999997975545824,-9.85868
3703,CC(C)n1nc(-c2cc(on2)C2CC2)c2c(N)ncnc12,CHEMBL3753341,4.477121254719663,-7.72318
3704,Cc1nc2c(NCc3c(C)cccc3C)cc(cn2c1C)-n1cnccc1=O,CHEMBL523563,3.6720978579357175,-9.6307
3706,Cc1nc2c(NCc3c(C)cccc3C)cc(cn2c1C)-c1ccco1,CHEMBL496426,3.505149978319906,-9.40922
3707,Cc1nc2c(NCc3c(C)cccc3C)cc(cn2c1C)-n1ccccc1=O,CHEMBL496605,4.230448921378274,-9.92723
3709,COc1cc2c3n(-c4ccccc4C(C)(C)C)c(=O)[nH]c3cnc2cc1-c1c(C)noc1C,CHEMBL2017283,2.9542425094393248,-9.62769
3710,CCCC(=O)Nc1ccc(cc1)C(=O)Nc1nccs1,CHEMBL1671918,4.6020599913279625,-7.21652
3711,Cc1nc2c(CCc3c(C)cccc3C)cc(cn2c1C)-n1ccccc1=O,CHEMBL498114,3.6232492903979003,-9.97154
3714,O=C(N1C[C@H]2CN(C[C@H]2C1)c1ccccn1)C12CC3CC(CC(C3)C1)C2,CHEMBL2418364,4.477121254719663,-9.53433
3715,COc1cc(cc(OC)c1OC)-c1cncc(c1C)-c1ccc(cc1)N1CCNCC1,CHEMBL4517408,4.477121254719663,-8.58613
3716,Cl.CC(C)(c1cc(-c2cccc(CC(F)(c3ccc(cc3)S(C)(=O)=O)S(=O)(=O)C3CC3)c2)c2ncccc2c1)S(C)(=O)=O,CHEMBL1204130,3.568201724066995,-11.1212
3717,Cc1ccc(cc1)C(NC(=O)CNC(=O)c1ccc(F)cc1)c1ccccc1,CHEMBL479085,4.698970004336019,-10.2864
3718,CN[C@@H]1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc12,CHEMBL1643513,4.3979400086720375,-8.04635
3719,COc1ccccc1CNc1cc(cn2c(C)c(C)nc12)-n1ccccc1=O,CHEMBL497419,3.7481880270062002,-9.27204
3720,CNC(=O)c1ccc(cn1)C(=O)N=C(N[C@H]1CCCCN(CC(=O)N2CCCC2)C1=O)Nc1ccc2oc(C)cc2c1,CHEMBL576094,4.380211241711606,-11.27627
3721,CCCCCSc1nc2cc(OC)ccc2[nH]1,CHEMBL2018904,3.9628426812012423,-6.06046
3722,Cc1cc2ncc3CN(Cc3n2n1)[C@H]1CC[C@@H]([C@@H](N)C1)c1cc(F)c(F)cc1F,CHEMBL3805966,4.698970004336019,-10.66804
3723,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c1ccc(cc1)N(C)C,CHEMBL1276308,3.690196080028514,-10.16889
3725,NC(=O)c1cnc(N[C@H](C2CC2)C(F)(F)F)c2c3ccc(cc3[nH]c12)-c1cnc(N)nc1,CHEMBL1835153,4.8750612633917,-9.51603
3726,COc1cc(CN2CCOCC2)ccc1-c1nc2c(N[C@@H]3[C@@H]4C[C@@H](C=C4)[C@@H]3C(N)=O)c(Cl)cnc2[nH]1,CHEMBL3218858,4.477121254719663,-9.9063
3727,CC(C)COC(=O)[C@@H](Cn1cncn1)NC(=O)c1ccc(cc1)-c1ccccc1F,CHEMBL3892576,3.507855871695831,-9.06032
3728,O[C@@H](CN1[C@H](COc2c1cccc2-c1cccc(OC(F)(F)F)c1)c1cccc(OC(F)(F)C(F)F)c1)C(F)(F)F,CHEMBL602483,5.0,-10.6873
3729,OC(=O)C(F)(F)F.Clc1cccc(CN(CC2CNC2)c2ccccc2)c1Cl,CHEMBL3331502,2.6434526764861874,-7.93739
3730,CN1C(=O)COc2c(F)cc(CN3CCN(CCOc4cccc5nc(C)ccc45)CC3)cc12,CHEMBL247428,4.278753600952829,-10.84185
3731,CC1(C)CC(CC(C)(C)C1)Oc1ccc(cc1)-c1ccc(cc1F)C1(CC1)C(O)=O,CHEMBL197140,4.176091259055681,-10.3077
3732,CC(C)(Cc1ccc(cc1)-c1cccc(c1)-c1cc(cc2cccnc12)C(C)(C)S(C)(=O)=O)C(O)=O,CHEMBL403744,3.204119982655925,-10.89555
3733,CC(C)(C)CC(=O)Nc1c(F)cc(cc1F)C(=O)Nc1nccs1,CHEMBL1671936,4.6020599913279625,-7.84773
3737,CC(C)(c1cc(-c2cccc(c2)-c2cccnc2)c2ncccc2c1)S(C)(=O)=O,CHEMBL254518,2.7993405494535817,-10.32483
3740,Cl.Cl.CN1CCC[C@@H]1CCN1CCCc2cc(NC(=N)c3cccs3)ccc12,CHEMBL3216112,5.0,-8.59721
3741,Cl.NCc1ccnc(Oc2cccc(c2)C(=O)N2C[C@@H](O)[C@H](F)C2)c1,CHEMBL4063337,3.230448921378274,-8.68373
3742,CNC(=O)CCCN(C)C(=O)c1ccc2n(C)c3CC[C@H](Cc3c2c1)C1CCOCC1,CHEMBL2029729,3.845098040014257,-9.83639
3744,O[C@@H]1CCN(Cc2nc3c4cc(Br)ccc4oc3c(=O)[nH]2)C1,CHEMBL2030386,4.301029995663981,-7.95157
3750,COc1ccc(cc1)C(NC(=O)CNC(=O)c1ccc(F)cc1)c1ccccc1,CHEMBL479072,4.698970004336019,-9.44258
3751,CC(C)(C)c1nnc(s1)-c1nn(c(c1Cn1cncn1)-c1ccc(Br)cc1)-c1ccccc1Cl,CHEMBL1223259,1.3010299956639813,-9.26273
3752,OCCCCn1c(Cn2c3cnccc3n(C3CC3)c2=O)nc2ccccc12,CHEMBL243876,4.698970004336019,-8.3454
3753,C[C@@H](C(=O)N(C)[C@@H]1CCc2c(CC(O)=O)c3cccnc3n2C1)c1ccc(F)cc1,CHEMBL1641811,4.698970004336019,-10.12394
3754,CCCCCCCC(F)(F)CCCCCC\\C=C\\[C@H](C(O)N[C@@H](Cc1ccc(OCCCC)cc1)C(O)=O)[C@@](O)(CCOC)C(O)=O,CHEMBL4106646,4.096910013008056,-7.86506
3757,Fc1cc(cc2nc([nH]c12)C1=NOC2(C1)CCCCC2)-c1ccccc1C(F)(F)F,CHEMBL1650521,3.806179973983887,-10.71763
3758,CCn1cc(ccc1=O)-c1ccc(cc1)[C@H](C)N1CC[C@@](CCCO)(OC1=O)c1ccccc1,CHEMBL3664653,4.021189299069938,-10.35212
3759,OC(=O)COC[C@H]1CC[C@H](COC(=O)N(c2ccccc2)c2cccc(F)c2)CC1,CHEMBL3933704,4.698970004336019,-9.16008
3761,CC(C)COc1ncc(cc1Cl)-c1cc(F)c(cc1F)C(=O)NS(C)(=O)=O,CHEMBL4470763,4.532754378992498,-9.34943
3762,COc1cc(C(=O)NS(C)(=O)=O)c(F)cc1-c1cnc(Oc2cc(F)ccc2F)c(Cl)c1,CHEMBL4469805,4.656098202012831,-10.07814
3765,Cc1cc(ccn1)-n1cc2CN(Cc2n1)C(=O)c1cc(ccc1-c1cccc(F)c1)C#N,CHEMBL4212425,4.0,-10.47149
3766,CN([C@@H]1CCc2c(CC(O)=O)c3ccccc3n2C1)S(=O)(=O)c1ccc(F)cc1,CHEMBL561132,3.9731278535996988,-9.96293
3772,Cn1c2nc(NC(CCO)CCO)ncc2cc(Oc2ccc(F)cc2F)c1=O,CHEMBL1090089,4.462397997898956,-8.69819
3774,CC(C)(F)CN1[C@@H]2CCC[C@]1(c1[nH]c3ccccc3c1C2)c1c(F)cc(\\C=C\\C(O)=O)cc1F,CHEMBL4452972,4.477121254719663,-10.13592
3775,CCS(=O)(=O)c1ccc(O[C@@H](C)C(F)(F)F)c(c1)C(=O)N1Cc2cn(nc2C1)-c1cncc(F)c1,CHEMBL4214756,4.0,-10.26664
3776,C(c1nnn[nH]1)C1(C2CC3CC(C2)CC1C3)c1ccc(cc1)-c1ccccc1,CHEMBL3103437,4.6020599913279625,-9.96307
3778,COc1ccc(cc1C(O)=O)-c1ccc(Oc2cccc3CCCCc23)c(NC(=O)Nc2ccccc2C)c1,CHEMBL4082553,3.4771212547196626,-12.08212
3779,Cn1c(-c2ccoc2)c(C2CCCCC2)c2ccc(cc12)C(=O)NC(C)(C)C(=O)Nc1ccc(\\C=C\\C(O)=O)cc1,CHEMBL1778587,3.380211241711606,-10.54216
3781,O=C(OCc1ccccc1)N1CCC(CNc2nncs2)CC1,CHEMBL219113,4.3979400086720375,-8.25935
3782,COc1cc(ccc1-c1nc2c(N[C@@H]3[C@@H]4C[C@@H](C=C4)[C@@H]3C(N)=O)c(Cl)cnc2[nH]1)N1CCC(CC1)N1CCN(C)CC1,CHEMBL3218857,4.477121254719663,-8.70672
3783,CCCCN1C(=O)COc2ccc(CN3CCN(CCOc4cccc5nc(C)ccc45)CC3)cc12,CHEMBL248229,4.079181246047625,-9.94742
3784,Nc1c(cnn1-c1ccc(F)cc1)C(=O)c1cccc(OC[C@@H](O)CO)c1,CHEMBL203567,4.041392685158225,-9.04642
3785,Cc1ccc(cn1)-c1ncn(n1)-c1ccc(Nc2nccc(n2)-c2cccc(c2)N2CCOCC2)cc1,CHEMBL2144409,4.698970004336019,-10.86112
3787,O\\N=C\\c1ccc(o1)-c1cccnc1,CHEMBL178547,4.935507265824713,-6.81376
3789,[Cl-].Cc1c(O)c(O)cc[n+]1[C@@H](CO)Cc1ccccc1,CHEMBL4467408,5.301029995663981,-8.1736
3790,Fc1cccc2OC3(CCN(CC3)c3ccc(nn3)-c3nnc(Cc4cccnc4)o3)CCc12,CHEMBL1276654,3.4771212547196626,-10.9713
3791,CN(Cc1n(Cc2ccncc2)c(=O)cc2[nH]n(-c3ccccc3Cl)c(=O)c12)c1ccccc1,CHEMBL1277677,3.6127838567197355,-10.6392
3793,Nc1[nH]ncc1-c1cc(Cl)ccc1Oc1cc(F)c(cc1Cl)S(=O)(=O)Nc1cscn1,CHEMBL2325014,2.4756711883244296,-9.51177
3794,COc1ccc(nc1)-c1ccc(Cn2c(CC(C)(C)C(O)=O)c(SC(C)(C)C)c3cc(OCc4ccccn4)ccc23)cc1,CHEMBL553175,1.0,-10.01387
3795,Cc1sc(nc1COc1cccc(CN(CC(O)=O)C(=O)Oc2ccc(C)cc2)c1)-c1ccc(Cl)cc1,CHEMBL1091664,3.8512583487190755,-10.17275
3796,OC(=O)c1ccccc1NC(=O)CCc1csc(n1)-c1ccc(O)cc1Cl,CHEMBL482480,3.0791812460476247,-9.88579
3797,Cc1cn(cn1)-c1ccc2C(=O)N(CCOc3ccc(F)cc3C(F)(F)F)CCn2c1=O,CHEMBL3127905,4.477121254719663,-9.63672
3798,CC(C)c1c(cn2ncnc(Nc3cc(C(=O)NC4CC4)c(F)cc3F)c12)-c1nnc(OC2CCNCC2)o1,CHEMBL258046,4.6020599913279625,-10.33341
3799,COc1cc(ccc1Nc1nc(Nc2cc3CCN(CC(=O)N(C)C)CCc3cc2OC)ncc1Cl)N1CCOCC1,CHEMBL1642258,3.255272505103306,-10.17904
3800,Fc1cc2c(c[nH]c2cc1Cl)C(=O)OCC12CCN(CC1)CC2,CHEMBL3979166,4.0,-7.84106
3801,C[C@@H]1CN(CCN1c1nccc(n1)C(=O)NC1C2CC3CC1CC(O)(C3)C2)c1ccc(cc1F)S(C)(=O)=O,CHEMBL4748750,4.0,-9.22051
3803,Cl.Cl.C[C@@H](N[C@H]1CCN(C1)c1ccc(CC(O)=O)cc1)c1cccc2ccccc12,CHEMBL4128835,4.698970004336019,-10.29441
3804,COc1cc(ncn1)N1C(=O)N(C(=O)C11CCN(Cc2ncccc2C)CC1)c1ccc(cc1)-c1ccc(cc1)C(=O)N(C)C,CHEMBL2041179,4.698970004336019,-8.48166
3805,CNc1cc(cc(C)n1)N1CCC(CC1)C(=O)NCc1ccccc1C(F)(F)F,CHEMBL2392702,4.3979400086720375,-9.53473
3806,CNc1cc(nc(C)n1)N1CCC(CC1)C(=O)NCc1ccccc1C(F)(F)F,CHEMBL2392701,3.0,-9.3658
3807,CN(C)Cc1ccc(s1)-c1cccnc1,CHEMBL361969,5.313867220369153,-5.80477
3808,Nc1nc2ccc(cc2s1)C(=O)NCc1ccccc1[N+]([O-])=O,CHEMBL4582026,4.3979400086720375,-8.73875
3809,Cl.CNC(=O)c1ccc(cn1)-c1c(C)nc2c(OCc3ccc(cc3F)-c3ccc(F)cc3)cccn12,CHEMBL4640376,4.0,-10.84314
3810,Nc1nc2ccc(cc2s1)C(=O)NCc1ccc(cc1)C#N,CHEMBL4561783,4.3979400086720375,-8.06699
3811,OC(=O)CC1CCC2(CCN(CC2)c2ccc(cn2)-c2nc3cc(ccc3[nH]2)C(F)(F)F)O1,CHEMBL4082282,4.698970004336019,-10.40131
3812,CNc1nc(C)nc(n1)N1CCC(CC1)C(=O)NCc1ccc(OC(F)(F)F)cc1,CHEMBL2392710,4.3979400086720375,-9.16741
3813,CNc1cc(C)nc(c1)N1CCC(CC1)C(=O)NCc1ccccc1C(F)(F)F,CHEMBL2392703,4.3979400086720375,-9.39997
3814,CN(C)c1nc(C)nc(n1)N1CCC(CC1)C(=O)NCc1ccccc1C(F)(F)F,CHEMBL2392695,4.0,-9.76996
3815,ON\\C=N\\c1ccc(Cc2ccccc2)cc1,CHEMBL445120,4.230448921378274,-7.71988
3819,COCCOCn1ccc(NC(=O)c2cc(Oc3ccc(cc3)S(C)(=O)=O)cc(c2)-c2ncccc2C)n1,CHEMBL3235164,3.716003343634799,-10.03337
3821,CC(C)CNC(=O)c1ccc(nc1)-c1cc(cc(F)c1C)C(=O)NC1CC1,CHEMBL1784173,4.500000046671104,-8.72405
3822,CC(C)[C@H](C)NC(=O)c1ccc(nc1)-c1cc(cc(F)c1C)C(=O)NC1CC1,CHEMBL1784175,4.600000032123142,-8.94534
3823,OC1(CN2CCC1CC2)C#Cc1ccc(Oc2ccc(cc2)C(=O)NCc2ccncc2)cc1,CHEMBL1796296,4.0,-9.33429
3824,C=CCc1ccc(cc1)S(=O)(=O)N(Cc1ccccc1)c1ccnn1-c1ccccc1,CHEMBL332690,5.301029995663981,-9.63961
3825,Cc1cc(cc2[nH]c(nc12)-c1c(NCC(O)c2cccc(Cl)c2)cc[nH]c1=O)C1=NC(C)(C)CN1,CHEMBL230042,4.672097857935717,-10.41823
3826,CN(C)C(=O)c1cc(C)c2nc([nH]c2c1)-c1c(NCC(O)c2cccc(Cl)c2)cc[nH]c1=O,CHEMBL231509,3.4471580313422194,-10.01042
3827,Fc1cc(Cl)ccc1Nc1ncc(C(=O)NCC2CCOCC2)c(n1)C(F)(F)F,CHEMBL225465,5.0,-9.05339
3828,CC(C)Cn1c2sc(Cc3ccccc3C(F)(F)F)c(C(=O)N3CC[C@@H](O)C3)c2c(=O)n(C)c1=O,CHEMBL208487,3.230448921378274,-9.81664
3829,CC(C)n1cc(cn1)S(=O)(=O)c1ccc(CNC(=O)N2Cc3ccncc3C2)cc1,CHEMBL2419518,1.863322860120456,-10.08731
3831,CC(C)(C)Sc1c(CC(C)(C)C(O)=O)n(Cc2ccc(cc2)-c2cccnc2)c2ccc(OCc3ccccn3)cc12,CHEMBL538632,1.1903316981702914,-10.54103
3832,COc1nc(NCCCN2CCOCC2)nc(OC)c1NC(=O)c1ccc(Oc2cc3c(CCC3(C)C)cc2C)o1,CHEMBL210514,3.4771212547196626,-9.40454
3833,CC(C)(C)Sc1c(CC(C)(C)C(O)=O)n(Cc2ccc(Cl)cc2)c2ccc(OCc3ccccn3)cc12,CHEMBL38958,0.0,-9.53104
3834,COc1cc(N)[nH]c-2nc(c(c1-2)-c1ccncc1)-c1ccc(F)cc1,CHEMBL115769,3.0,-9.10459
3836,CC(C)Cn1c2sc(Cc3c[nH]c4ncccc34)c(C(=O)N3C[C@H](O)CO3)c2c(=O)n(C)c1=O,CHEMBL384536,4.230448921378274,-9.53942
3837,CCOC(=O)N1CCC(C1)=CC#Cc1cccc(C)n1,CHEMBL4551786,4.301029995663981,-7.65692
3838,COc1cc(cc(OC)c1OC)[C@H]1[C@@H]2[C@H](COC2=O)[C@@H](O)c2cc3OCOc3cc12,CHEMBL61,3.6020599913279625,-8.44633
3840,COc1ccccc1C1N(C(=O)C(O)=C1C(=O)C(C)(C)C)c1ccc(cc1)-c1ccsc1,CHEMBL4457637,3.9030899869919438,-9.50557
