smiles,ChEMBL_ID,activity_IC50,binding_score
COc1cc(\\C=C\\C(\\O)=C\\C(=O)\\C=C\\c2ccc(O)c(OC)c2)ccc1O,CHEMBL116438,4300.0,-8.57278
FC(F)(F)c1cc(ccc1Cl)S(=O)(=O)Nc1cc(Cl)cnc1C(=O)C1=CC=NC2NC=CC12,CHEMBL3916932,3000.0,-10.14214
OC(=O)C1CCN(CC1)C1CC[C@@]2(C1)Cc1ccccc1Cc1ccccc21,CHEMBL1277770,10000.0,-10.07249
COc1ccc(NC(=O)N2C[C@@H]3C[C@@H](C[C@@H]3C2)c2ccccc2C(F)(F)F)c(c1)C(O)=O,CHEMBL3359018,13000.0,-9.62058
Cc1nc(Oc2ccc(cc2)C(O)=O)ccc1CN1CCC(CC1)N1[C@@H](CN(C2CCOCC2)C1=O)c1ccccc1,CHEMBL2435852,40000.0,-11.60848
C[C@H](Oc1ccc(cc1C(=O)N1Cc2cn(nc2C1)-c1ccccc1F)S(C)(=O)=O)C(F)(F)F,CHEMBL4211012,10000.0,-10.52654
NC(=O)n1cc(NC(=O)N2[C@@H]3C[C@@H]3C[C@H]2C(=O)Nc2cccc(OC(F)(F)F)c2F)c2ccccc12,CHEMBL4094108,250.0,-10.51075
CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O,CHEMBL4101807,8500.0,-8.20009
C[C@H](Oc1ccc(cc1C(=O)N1Cc2cn(nc2C1)C1CCCC1)S(C)(=O)=O)C(F)(F)F,CHEMBL4218894,10000.0,-10.30258
COc1cc(ncn1)N1C(=O)N(C(=O)C11CCN(Cc2ncccc2C)CC1)c1ccc(cc1)-c1coc(c1)C(O)=O,CHEMBL2041165,50000.0,-10.60542
CC1(CCCN(C1)C(=O)NCCCc1cccnc1)c1ccccc1,CHEMBL1078353,10000.0,-9.87982
Cc1cccnc1CN1CCC2(CC1)N(C(=O)N(C2=O)c1ccc(cc1)-c1ccc(cc1)-c1ccn[nH]1)c1cc(O)ncn1,CHEMBL2041169,50000.0,-10.27999
Cc1cc(nc(n1)N1C[C@@H]2C[C@@H](C[C@@H]2C1)c1ccccc1C(F)(F)F)C(O)=O,CHEMBL3594232,34000.0,-10.36497
COc1cccc2[nH]cc(C(=O)OCC34CCN(CC3)CC4)c12,CHEMBL3895257,10000.0,-7.88783
OC(=O)C[C@H]1CCc2c1[nH]c1ccc(OCc3ccc(C4CCCC4)c(c3)C(F)(F)F)cc21,CHEMBL3358920,50000.0,-10.91197
CC(C)(C)c1cc(C=C2CCC(=Cc3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C)C2=O)cc(c1O)C(C)(C)C,CHEMBL498372,54954087.39,-10.61439
Oc1ccc(C=C2CC\\C(=C/c3ccc(O)cc3)C2=O)cc1,CHEMBL452101,9900.0,-9.93837
Oc1ccc(C=C2CC\\C(=C/c3ccc(O)cc3)C2=O)cc1,CHEMBL452101,45603691.6,-9.93837
CCCC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1N,CHEMBL234412,50000.0,-8.06825
Oc1ccc(\\C=C\\C(=O)\\C=C\\c2ccc(O)cc2)cc1,CHEMBL129134,1800.0,-9.21505
C[C@H](Oc1cccc(Cn2c(C)c(C(=O)c3ccc(Cl)cc3)c3ccc(OC(F)(F)F)cc23)c1)C(O)=O,CHEMBL452051,5600.0,-10.71951
Clc1ccc(cc1Cl)[C@]12CNC[C@H]1CCCC2,CHEMBL1813472,25000.0,-7.59174
OC1=C(Sc2ccccc2Cl)C(=O)CC(C1)c1c(cccc1C(F)(F)F)C(F)(F)F,CHEMBL3318477,5000.0,-9.86178
OC(=O)CCC1(CCCN(C1)C(=O)Nc1ccc(OC(F)(F)F)cc1)c1ccc(cc1)-c1ccccc1,CHEMBL1079061,10000.0,-11.29067
OC1=C(Sc2ccccc2C#N)C(=O)CC(C1)c1c(Cl)cccc1Cl,CHEMBL3318481,5000.0,-8.71354
O=C(NC1(CC1)C#N)[C@@H]1CCCC[C@H]1C(=O)N1CCN(CC1)c1nc2ccccc2s1,CHEMBL2070937,31622.78,-9.652
CCc1cc2n(c(c(C#N)c2cc1F)-c1ccc(cn1)S(=O)(=O)N[C@@H](C)C(F)(F)F)-c1ccccn1,CHEMBL3121800,10000.0,-9.40364
Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@@H](CCC(C)(C)C)C(O)=O)c(C)c1,CHEMBL475639,450.0,-10.65334
CS(=O)(=O)N1CC[C@@H](C1)N(Cc1cccc(c1)C(F)(F)F)c1ccc(C#N)c(Cl)c1,CHEMBL589854,,-9.10268
Cn1nccc1-c1ccc2OC3(CCN(CC3)C(=O)N[C@H]3C[C@@H]3c3ccccc3)CC(=O)c2c1,CHEMBL495792,10000.0,-10.94838
Cc1cc(cc(C)n1)C(C)(C)NC(=O)C(Br)C(C)(C)C,CHEMBL271581,50000.0,-7.2327
OC(=O)C(F)(F)F.O=C(Nc1ccc(cc1C1=CCCCC1)C1CCNCC1)c1nc(c[nH]1)C#N,CHEMBL2158221,4100.0,-9.13022
O=S(=O)(N1CCC[C@H]1CCN1CCN(CC1)c1nsc2ccccc12)c1cncc2ccccc12,CHEMBL4246655,100000.0,-10.947
COc1ccc2[nH]cc(C(=O)OCC34CCN(CC3)CC4)c2c1Br,CHEMBL3977772,10000.0,-7.56179
Cc1ccc2[nH]cc(C(=O)OCC34CCN(CC3)CC4)c2c1,CHEMBL3960725,10000.0,-8.15453
CC(C)(O)c1cc(Nc2ccc(Cl)cc2Cl)ncc1C(=O)NCC1CCOCC1,CHEMBL481398,,-9.18675
COc1ccc(cc1Cl)C(=O)NCc1cccc(c1)C(=O)Nc1ccc(CN(C)C)cc1,CHEMBL592709,30000.0,-9.30978
COC(=O)[C@H](Cc1c[nH]cn1)NCc1ccccc1,CHEMBL270272,20000.0,-6.99992
Clc1ccc(Cn2cc(cn2)-c2ccncc2)c(Cl)c1,CHEMBL271580,500.0,-7.78206
Cc1cnc(CNc2cc(nc(n2)-c2ccncc2)-c2ccccc2)nc1,CHEMBL271121,4800.0,-9.88097
COc1ccc(cc1)-c1cc(CNS(=O)(=O)c2ccccc2)on1,CHEMBL271622,39000.0,-9.04008
O[C@](Cn1cccn1)(c1ccc(F)cc1F)n1cncn1,CHEMBL3085388,50000.0,-7.4916
CS(=O)(=O)N1CC[C@@H](C1)N(Cc1ccccc1Cl)c1ccc(C#N)c(Cl)c1,CHEMBL602745,870.0,-8.27461
COC(=O)N1CC[C@@H](C1)N(Cc1cc(F)ccc1C)c1ccc(C#N)c(Cl)c1,CHEMBL591327,1100.0,-8.54657
CCCC(=O)Nc1n[nH]c2cc(c(Br)cc12)-c1ccc(O)cc1,CHEMBL1093747,10000.0,-8.52442
COC(=O)N1CC[C@@H](C1)N(Cc1ccccc1C)c1ccc(C#N)c(Cl)c1,CHEMBL592016,680.0,-8.26409
CCCCc1ccc(cc1)S(=O)(=O)Nc1ccc2CCN(Cc3cc[nH]n3)CCc2c1,CHEMBL1080046,600.0,-9.3766
CC(C)n1cc(-c2c(C)n(CC(O)=O)c3ccc(F)cc23)c2ccccc2c1=O,CHEMBL3236948,55000.0,-9.87213
O=C1CCc2cc(ccc2N1)-c1cncc2ccccc12,CHEMBL456390,2900.0,-9.31857
CC(C)Nc1cc2CCN(C)CCc2cc1NS(=O)(=O)c1ccc(cc1)-c1ccc(Cl)cc1,CHEMBL231350,17000.0,-9.78765
CCOC1(Sc2ccccc2-n2c1noc2=O)c1ccc(Br)cc1,CHEMBL3408526,20000.0,-8.53591
CC(C)(N1CCN(C[C@@H](O)C[C@@H](Cc2cc3ccncc3o2)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)[C@@H](C1)C(=O)NCC(F)(F)F)c1ncc(o1)-c1ccc(Cl)cc1,CHEMBL381630,1000.0,-12.53758
CCCCOc1cc(CC2CNC(=O)N2)ccc1OC,CHEMBL18701,,-6.87991
[Cl-].[Cl-].[Zn++],CHEMBL1200679,,-1.30045
COc1ccccc1N1CCN(CC1)C(=O)c1cc(-c2ccc(Cl)cc2)n(C)n1,CHEMBL1760206,4000.0,-9.76292
OC(=O)c1ccccc1NC(=O)CCc1cnc(s1)-c1ccc(O)cn1,CHEMBL237037,5700.0,-9.39797
OC(=O)c1ccccc1NC(=O)CCc1ccc(cc1)-c1ccc(O)cn1,CHEMBL235952,1600.0,-10.02979
Fc1ccc(cc1)C1(Cn2cncn2)COC(=N1)c1ccc(cc1)-c1ccccc1F,CHEMBL4845963,2300.0,-10.49839
CS(=O)(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CCNC1,CHEMBL476312,3000.0,-8.48764
COc1ccc(cc1)C(NC(=O)c1cnc(nc1O)-c1cccnn1)c1ccc(OC)cc1,CHEMBL4783524,60000.0,-9.1794
Cc1c(CCC(=O)Nc2ccccc2C(O)=O)cnn1-c1ccc(O)cc1,CHEMBL236163,15000.0,-9.78397
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,CHEMBL453,,-8.00958
C[C@]1(CCCN1c1nc(Nc2cc(n[nH]2)C2CC2)c2cccn2n1)C(=O)Nc1ccc(F)nc1,CHEMBL575448,23000.0,-10.38915
CC(C)Oc1ccc(cc1C(=O)N1Cc2cn(nc2C1)-c1ccnc(C)c1)C#N,CHEMBL4207171,10000.0,-8.91959
Cc1c(-c2ccnc3c(C)cccc23)c2cc(C)ccc2n1CC(O)=O,CHEMBL209689,5000.0,-9.67841
O=C(N[C@@H]1C[C@H]1c1ccccc1)N1CCC(CC1)c1nc(no1)-c1ccccn1,CHEMBL562822,10000.0,-9.32234
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)-c2ccc(nc2)N2CCCC2)c1F,CHEMBL3919966,5000.0,-10.56288
Cc1cn([C@H]2CCCN(C2)S(=O)(=O)c2ccc(O)c(Oc3cccc(Cl)c3)c2)c(=O)[nH]c1=O,CHEMBL2331747,20000.0,-10.4303
C[C@H]1C[C@@H](Nc2ccccc2)c2cc(ccc2N1C(C)=O)-c1ccc(CN2CCCCC2)cc1,CHEMBL3353992,14000.0,-11.41497
COc1ccc(Nc2nc3cc(ccc3n2Cc2ccccc2C(F)(F)F)C(N)=O)cc1,CHEMBL557885,8000.0,-9.39561
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,CHEMBL135,,-9.14713
CCN(CC)C[C@H](O)CSc1c(O)nc2ccc(cc2c1-c1cc(Cl)ccc1O)C(F)(F)F,CHEMBL196426,37660.0,-8.78727
C[C@H]([C@@H](c1ccc2cc(OCC3(CCCCC3)C(O)=O)ccc2c1)n1ccnc1)N(C)C,CHEMBL207638,5000.0,-9.93433
CN1CCN2C(C1)c1ccccc1Cc1ccccc21,CHEMBL6437,,-9.4544
CCN1CC[C@@H](NS(=O)(=O)c2ccc(NC(=O)NCc3cccnc3)cc2)[C@@H](F)C1,CHEMBL2393170,10000.0,-9.05659
C[C@]1(C=C(CF)OC(N)=N1)c1cc(NC(=O)c2ccc(cn2)C#N)ccc1F,CHEMBL4213486,20000.0,-9.16966
Fc1ccc(cn1)-c1ccsc1,CHEMBL179005,400000.0,-5.94271
C[C@@H]1CCCN1CCCOc1ccc(cc1)C1=NNC(=O)C2CC12,CHEMBL3417504,30000.0,-8.25239
Cn1c2n(ncc2c(Nc2cc(ccc2Cl)C(=O)NC2CC2)cc1=O)-c1ccc(F)cc1,CHEMBL561932,21000.0,-10.11859
COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc2ccccc2n1,CHEMBL3112601,30000.0,-9.10614
COc1ccc2CCCN(Cc2c1)C1CCN(CC1)C(=O)C1(F)CCN(Cc2ccnc(N)c2)CC1,CHEMBL2436624,30000.0,-10.36901
COC[C@@H]1Oc2ccc(cc2O[C@H]1c1ccc(OC)c(OC)c1)[C@H]1Oc2cc(OC)cc(O)c2C(=O)[C@@H]1O,CHEMBL2313581,,-10.15814
COc1ccccc1-c1ccc2cnc(Nc3ccc(cc3OC)[C@H]3CCN(CCO)C[C@@H]3O)nn12,CHEMBL3398175,19000.0,-9.89544
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)-c2cnc(nc2)N2CCOCC2)c1F,CHEMBL3945059,10000.0,-10.06741
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)-c2ccc(C)nc2)c1F,CHEMBL3933168,5000.0,-9.62652
Fc1ccc(NS(=O)(=O)c2c(F)cccc2F)c(F)c1C(=O)c1c[nH]c2ncc(Cl)cc12,CHEMBL3971789,10000.0,-10.39914
Fc1ccc(NS(=O)(=O)c2cccnc2)c(F)c1C(=O)c1c[nH]c2nccc(C#N)c12,CHEMBL3890467,5000.0,-9.53517
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)-c2ccc(cc2)S(=O)(=O)NC2CC2)c1F,CHEMBL3907402,5000.0,-10.5264
CC(C)(C)NC(=O)c1ccc(Oc2cc(F)c(CC(O)=O)cc2Cl)c(NS(=O)(=O)c2ccc(cc2Cl)C2CC2)c1,CHEMBL1951575,30000.0,-10.83476
CCCN(c1ccnn1-c1ccccc1)S(=O)(=O)c1ccc(N)cc1,CHEMBL120183,55000.0,-9.18023
CC(N)COc1c(C)cccc1C,CHEMBL558,,-6.69333
CC(=O)N1CCC(CC1)C(=O)N1C[C@H]([C@@H](C1)c1ccc(F)cc1C)c1nc(no1)C(C)(C)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,CHEMBL392464,89000.0,-12.51208
OCC1(CO)CCC[C@@]2([C@H]1COc1c(F)ccc(F)c21)S(=O)(=O)c1ccc(Cl)cc1,CHEMBL3629736,21100.0,-9.31215
CCN(CC)N=O,CHEMBL164290,,-3.57137
[Br-].CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](OC(C)=O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N1CCCCC1)[N+]1(C)CCCCC1,CHEMBL1200629,,-8.66947
CO[C@H]1[C@H](O)CC(=O)O[C@H](C)C\\C=C\\C=C\\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C,CHEMBL2106399,,-6.10819
CN(C)C(=O)c1ccc(cc1)N(Cc1cc(Br)cs1)C(=O)c1ccc(O)cc1O,CHEMBL4591977,18000.0,-8.91761
FC(F)(F)c1nn(c2CCCCc12)-c1ccc(CN2CCCC2=O)cc1,CHEMBL1649670,5000.0,-9.21631
CN1CCN(CC1)c1ccc(cc1)C(=O)Nc1cn2cc(C)nc(C)c2n1,CHEMBL4081789,50000.0,-8.14281
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CHEMBL1464,,-9.19764
CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,CHEMBL121,,-8.61306
CCOC(=O)N1CCC(CC1)=C1c2ccc(Cl)cc2CCc2cccnc12,CHEMBL998,,-9.55563
CCN(C1CCOCC1)c1cc(cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C#CC1CCN(C)CC1,CHEMBL3672842,75660.0,-10.4992
Fc1cc(ccc1CC(=O)N1CCCC1)-n1nc(c2CCCCc12)C(F)(F)F,CHEMBL1649669,7000.0,-9.96884
CC(C)n1ncc(n1)C(=O)N[C@@H](Cc1ccc(OC(F)(F)F)c(Cl)c1)C(=O)NC1(CC1)C#N,CHEMBL4065829,,-8.90538
Cc1noc(n1)C(=C\\c1cccc(c1)-c1cc(cc2cccnc12)C(C)(C)S(C)(=O)=O)\\c1ccc(cc1)S(C)(=O)=O,CHEMBL372575,200.0,-11.88334
OCCCN(c1ccnn1-c1ccccc1)S(=O)(=O)c1ccc(CC=C)cc1,CHEMBL333210,80000.0,-8.78067
COc1cnc(-n2cnc(C)n2)c2[nH]cc(C(=O)C(=O)N3CCN(CC3)C(=O)c3ccccc3)c12,CHEMBL3301620,40000.0,-10.00086
Cl.Cl.CN1CCC(=CC1)c1c[nH]c2cc(NC(=N)c3cccs3)ccc12,CHEMBL3142316,72700.0,-8.73659
COC(=O)N1CC[C@@H](C1)N(Cc1ccccc1)c1ccc(C#N)c(Cl)c1,CHEMBL592509,1300.0,-8.23941
CC(=O)N1CC[C@@H](C1)N(Cc1ccccc1C(F)(F)F)c1ccc(C#N)c(Cl)c1,CHEMBL590611,1800.0,-8.83367
CCN1C[C@@]2(COC)[C@H]3[C@@H](OC)[C@H]4[C@H]1[C@@]3([C@@H]1C[C@@]3(O)[C@H](OC(=O)c5ccccc5)[C@@H]1[C@]4(OC(C)=O)[C@@H](O)[C@@H]3OC)[C@@H](C[C@H]2O)OC,CHEMBL2103747,,
OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,CHEMBL415690,,30.51677
CO[C@H](C1COC1)c1cc(Cl)c2CCN(Cc3c(OC)cc(C)[nH]c3=O)C(=O)c2c1Cl,CHEMBL4080228,30000.0,-9.05723
FC(F)(F)c1cccc2n(CC3CC3)nnc12,CHEMBL4460927,10000.0,-7.27711
C(COc1ccc(cc1)-n1ccnc1)Cc1cccnc1,CHEMBL262968,185.0,-7.67395
Fc1ccc(Oc2ccc(NC(=O)N3CCc4ncccc4[C@@H]3c3ccc(Cl)cc3)cc2)cc1,CHEMBL4537998,4400.0,-11.13457
ON=Cc1ccc(o1)-c1cccnc1.O\\N=C\\c1ccc(o1)-c1cccnc1,CHEMBL1795039,141000.0,-6.86522
NCC(CC(O)=O)c1ccc(Cl)cc1,CHEMBL701,,-6.60476
Cc1nc2CCCCn2c(=O)c1CCN1CCC(CC1)c1noc2cc(F)ccc12,CHEMBL85,,-10.37783
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(c1)C(N)=O,CHEMBL429,,-8.62022
CC(=O)[C@H]1[C@@H](C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C#N,CHEMBL1400945,,-9.69727
Cc1cc(ccc1C(=O)NC1CC1)-c1cnn2c(NC[C@H]3C[C@@](C)(O)C3)cc(Oc3cccnc3)nc12,CHEMBL4469414,13000.0,-10.30777
CC1CC(CC(C)(C)C1)C(=O)Nc1nc2ccc(Cl)cc2s1,CHEMBL4295138,20000.0,-8.52185
COc1cc(ccc1-n1cnc(C)c1)-c1nc2[C@@H](CCCn2n1)c1ccccc1C(F)(F)F,CHEMBL2415097,4640.0,-10.18912
Cc1ccc(cc1)-n1nc(cc1NC(=O)Nc1ccc(cc1)-c1nnc(S)n1C)C(C)(C)C,CHEMBL2425148,10000.0,-9.37258
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)-c2cncc(c2)S(C)(=O)=O)c1F,CHEMBL3968095,5000.0,-9.81543
OCCN1CCN(CC(=O)Nc2ccc(-c3cccc4c3oc(cc4=O)N3CCOCC3)c3sc4ccccc4c23)CC1,CHEMBL2420310,10000.0,-10.70311
Fc1ccc(nc1)-c1cc2CN(CCn2n1)C(=O)c1cc(F)cc(Cl)c1,CHEMBL4098822,40000.0,-10.06522
CC(=O)SCc1ccc(o1)-c1cccnc1,CHEMBL386124,5700.0,-6.2816
CCS(=O)(=O)c1ccc2[nH]c(nc2c1)-c1cccc(n1)-c1ccccc1,CHEMBL2070154,14000.0,-9.98695
CC(C)Oc1ccc(cc1C(=O)N1Cc2cn(nc2C1)-c1cncc(F)c1)C#N,CHEMBL4214486,10000.0,-9.13122
Fc1cc(NCC23CCCN2CCC3)c(Cl)cc1S(=O)(=O)Nc1nccs1,CHEMBL4061793,20000.0,-8.49661
O[C@]12CCC[C@@]1(CNc1cc(F)c(cc1Cl)S(=O)(=O)Nc1nccs1)CCC2,CHEMBL4071736,20000.0,-8.64585
Fc1cc(NCCC2CCCCO2)c(Cl)cc1S(=O)(=O)Nc1nccs1,CHEMBL4065798,20000.0,-8.09308
Fc1cc(NC[C@H]2CCCOC2)c(Cl)cc1S(=O)(=O)Nc1nccs1,CHEMBL4072883,20000.0,-7.94697
N[C@H](C(=O)N1[C@H]2C[C@H]2C[C@H]1C#N)C12CC3CC(CC(O)(C3)C1)C2,CHEMBL385517,50000.0,-8.04057
Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(cc3)C(F)(F)F)C2)nnc1-c1ccc(CC(N)=O)cc1,CHEMBL3981856,7000.0,-9.68671
Cc1ccccc1C(NC(=O)CNC(=O)c1ccc(F)cc1)c1ccccc1,CHEMBL476775,50000.0,-10.23895
Clc1ccc(cc1)C(NC(=O)CNC(=O)c1ccccc1)c1ccccc1,CHEMBL476763,50000.0,-10.20783
Fc1ccc(cc1)C(=O)NCC(=O)NC(c1cccc(F)c1)c1cccc(F)c1,CHEMBL476557,50000.0,-10.15543
CCc1nc(N)nc(N)c1-c1ccc2OC(C)(C(=O)N(CCNC(C)=O)c2c1)c1cc(F)ccc1F,CHEMBL239078,30000.0,-10.77495
COc1ccc(cn1)N1C(C(Cc2cccc(OCCc3nc(oc3C)-c3ccccc3)c2)C1=O)C(O)=O,CHEMBL272962,,-10.75808
O=C1Nc2ccccc2[C@]11C[C@H]1c1ccc2c(\\C=C\\c3ccncc3)n[nH]c2c1,CHEMBL3353340,30.0,-10.56246
C[C@H](Oc1cccc(Cc2c(C)[nH]c3ccc(OC(F)(F)F)cc23)c1)C(O)=O,CHEMBL189785,50.0,-9.19724
CC(C)(O)c1cccn2c(nnc12)C1(CC1)c1ccc(Cl)cc1,CHEMBL4301600,30000.0,-8.50528
CC(=O)Nc1cccc(c1)-c1ccc2nc(-c3cccnc3N)n(-c3ccc(CNC(=O)c4cccc(F)c4)cc3)c2n1,CHEMBL2177836,1000.0,-12.43804
Nc1ncccc1-c1nc2cccnc2n1-c1ccc(CC(=O)Nc2ccccc2)cc1,CHEMBL2177818,10000.0,-10.88923
FC(F)(F)c1c(ccn2c(CC3CC3)nnc12)N1CCC(CC1)c1ccccc1,CHEMBL2179319,11000.0,-9.95326
OC(=O)CCC1(CCCN(C1)C(=O)Nc1ccc(Cl)cc1)c1cccnc1,CHEMBL1078337,10000.0,-9.38804
COc1cc(ccc1Nc1ccc(N2CCCC2)c(Oc2ccc(C)c(NC(=O)C=C)c2)n1)N1CCN(C)CC1,CHEMBL4465111,10000.0,-9.65623
COc1cc(ccc1Nc1ccc(N2CCOCC2)c(Oc2ccc(C)c(NC(=O)C=C)c2)n1)N1CCN(C)CC1,CHEMBL4464752,10000.0,-10.04417
CC1(CC(=O)NCc2ccc(Br)cc2F)CC2(CCCCC2)OO1,CHEMBL565362,3900.0,-8.51558
CC(C)C[C@H]1C[C@H](C1)c1nnc([C@H]2CN(C[C@@H]2C(=O)Nc2ccc(C)cc2C)C(C)=O)n1C1CC1,CHEMBL3774855,50000.0,-10.68844
Cn1cc(cn1)-c1ccc(cc1F)N1CCC(CC1)C1c2c(cccc2F)-c2cncn12,CHEMBL4445809,7400.0,-11.0469
CC(=O)N[C@H]1[C@@H](O)[C@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(Oc6cc3cc(Oc3ccc1cc3Cl)c6O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1NC(C)=O)c(Cl)c5)NC(=O)[C@H](N)c1ccc(O)c(Oc3cc(O)cc4c3)c1)c1ccc(O)c(c1)-c1c(O[C@H]3O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)cc(O)cc1[C@H](NC2=O)C(O)=O,CHEMBL2367892,,
CC(C)N1Cc2c(nc(nc2N(C)Cc2cc3ccccc3cn2)N2CCN(CC2)C(C)=O)C1=O,CHEMBL2011127,7000.0,-11.2337
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)CC1CCSS1,CHEMBL4457447,50000.0,-10.07757
[O-][S+](CCC1C(=O)N(N(C1=O)c1ccccc1)c1ccccc1)c1ccccc1,CHEMBL832,,-10.62529
CC(O)(c1nc(c[nH]1)-n1ccc(NC(=O)c2cscn2)cc1=O)c1cccc(c1)C(F)(F)F,CHEMBL3808805,3000.0,-9.91191
CC(C)(Oc1ccc(cc1)-c1cnc(N)c(c1)-c1ccc(Cl)cc1)C(O)=O,CHEMBL4746566,3000.0,-9.2358
CC(C)(C)c1[nH]nc2C(=O)N(C(c12)c1ccccc1OCCO)c1ccc(cc1)-c1ccon1,CHEMBL3679944,11000.0,-9.20277
Cl.Clc1ccc(Sc2ccccc2N2CCNCC2)c(Cl)c1,CHEMBL2204359,34000.0,-7.75758
Clc1cccc(NC(=O)N2CCOc3ccc(cc3C2)-c2ccncc2)c1,CHEMBL4787638,232000.0,-9.97739
FC(F)(F)c1cccc(Nc2nnc3-c4cc(ccc4OCCn23)-c2ccncc2)c1,CHEMBL4790150,531.0,-10.89639
Clc1ccc(NC(=O)N2CCOc3ccc(cc3C2)-c2ccncc2)cc1Cl,CHEMBL4755668,326000.0,-10.28583
CN(C)S(=O)(=O)NCCCCCNc1nc(cs1)-c1ccccn1,CHEMBL1909725,7000.0,-7.24759
Cc1nc(C)c(s1)-c1ccc(cc1)N1C(=O)N(c2cc(O)ncn2)C2(CCN(Cc3ncccc3C)CC2)C1=O,CHEMBL2040897,50000.0,-10.2041
COCc1nc(no1)-c1ccc(cc1)N1C(=O)N(c2cc(O)ncn2)C2(CCN(Cc3ncccc3C)CC2)C1=O,CHEMBL2040894,50000.0,-10.9817
Cl.CC(C)(c1cc(-c2cccc(CC(F)(c3ccc(cc3)S(C)(=O)=O)C(O)(C3CC3)C3CC3)c2)c2ncccc2c1)S(C)(=O)=O,CHEMBL1204128,2100.0,-11.53331
Cc1cnc2[nH]cc(Cc3ccc(NCc4cccnc4F)nc3F)c2c1,CHEMBL3673938,5000.0,-9.80575
CSc1ccc(CNC(=O)CC2(C)CC3(CCCCC3)OO2)cc1,CHEMBL578594,5000.0,-8.54386
COc1cnc2[nH]cc(Cc3ccc(NCc4cccnc4OC)nc3F)c2c1,CHEMBL3673960,5000.0,-8.70128
C[C@@H](COc1ccn(-c2ccc(F)cc2)c(=O)c1)Oc1ccccc1,CHEMBL4172540,30000.0,-9.30264
CCc1nc(N)nc(N)c1-c1ccc2OC3(CC3)C(=O)N(CCNC(C)=O)c2c1,CHEMBL398387,30000.0,-8.76483
OC(=O)c1cccc(n1)C1=C(CCC1)c1cc(Cl)ccc1OCc1ccc(F)cc1F,CHEMBL234940,14000.0,-10.34883
COc1ncccc1CNc1ncc(Cc2c[nH]c3ncc(C)cc23)cn1,CHEMBL3669005,5000.0,-8.85502
Cc1cnc2[nH]cc(Cc3ccc(NCc4ccc(Cl)nc4)nc3F)c2c1,CHEMBL3673936,5000.0,-9.37919
FC(F)(F)S(=O)(=O)c1ccc2[nH]c(nc2c1)-c1ccc(=O)n(c1)-c1ccccc1,CHEMBL2070160,7500.0,-10.90171
